name,latitude,longitude
BLANCO RIVER REGIONAL RECOVERY TEAM,30.054378,-98.003574
Rape Crisis Center of Southeast Texas,30.087977,-94.101804
"Pregnancy Crisis Center of Lake City,",30.189749,-82.643868
RIVERSIDE CORRIDOR FOUNDATION,30.213777,-97.732302
CRISIS ASSISTANCE CENTER,30.314371,-95.467026
CRIME STOPPERS,30.346927,-95.078314
The Family Crisis Center of the Big B,30.362338,-103.663032
SEXUAL TRAUMA AWARENESS & RESPONSE,30.425157,-91.132723
LAKEVIEW RAPE CRISIS TRAUMA RECOVERY CENTER,30.43177,-87.232962
FAVOR HOUSE,30.462646,-87.216523
DISASTER RESOURCE GROUP LLC,30.463722,-91.098997
THOMAS SWARTS,30.463991,-97.788086
Agape Pregnancy Resource Center,30.508977,-97.678578
ROUND ROCK AREA SERVING CENTER INCORPORATED,30.511249,-97.66808
"STARRY, Inc.",30.520667,-97.683734
UNDER HIS WINGS,30.570676000,-87.67655
HELPING HAND 2,30.589201,-84.57679
Hope Pregnancy Centers of Brazos Vall,30.610766,-96.310249
"Brazos Valley Rental, Inc",30.653405,-96.365053
ROUND ROCK AREA SERVING CENTER,30.656817,-97.602552
Women's Resource Center,30.701142,-88.103184
MISSISSIPPI LIFELINE INC,31.289109,-90.48174
CARE NET PREGNANCY CENTER OF CENTRAL,31.558682,-97.139308
CRISIS RESPITE CENTER,31.584752,-97.121049
STAR SERVICES TO AT RISK YOUTH,31.736481,-95.635666
DOMESTIC VIOLENCE ANGEL HOUSE,31.836559,-102.362622
LOOPS INC,31.8538,-102.371508
Child Crises Center of El Paso Discov,31.870502,-106.427454
Angel Wings Outreach Center South Cen,31.965429,-89.865544
Crisis Center of Anderson & Cherokee,31.966731,-95.268522
"PERMIAN BASIN WOMEN'S RESOURCE CENTER, INC.",31.993501,-102.097067
GOOD SAMARITAN OF FRANKLIN INC,32.156629,-91.715682
CRISIS CENTER OUTREACH OFFICE,32.202375,-95.852656
PEER MENTOR PROGRAM,32.219798,-110.935496
DOMESTIC ABUSE RESISTANCE TEAM,32.243077,-92.7147
Mesilla Valley Pregnancy Resource Cen,32.307667,-106.764464
KID TALK,32.309091,-106.782392
MS COALITION AGAINST DOMESTIC VIOLENCE,32.311287,-90.397157
FRIPP ISLAND VOLUNTEER RESCUE,32.330499,-80.468068
The Jones Group of Mississippi LLC,32.380118,-90.151052
THE LENDING ROOM INC,32.424353,-80.565343
Ranco Disaster Services LLC,32.431186,-81.787484
STATESBORO REGIONAL SEXUAL ASSULT CENTER,32.450871,-81.78536
"Christian Social Ministries, Inc.",32.451752,-81.778161
WOMEN IN NEED OF GOD'S SHELTER INC,32.540073,-82.914974
HIS PLACE,32.637141,-85.415525
SDR BUILDING AND ENGINEERING,32.639866,-117.084036
HEART HOUSE,32.767268,-96.777626
Sure Helpline Center,32.793144,-115.558135
GREYSTAR GIVING INC,32.795172,-79.940125
TRIDENT RESPONSE GROUP,32.800991,-96.83965
Goodness Outreach Depot,32.819502,-97.311087
"Caring Solutions of Central Georgia,",32.838386,-83.637198
CRISIS LINE AND SAFE HOUSE,32.841801,-83.632402
"THE SCHUMACHER GROUP OF TEXAS, INC.",32.846525,-96.771695
FIREMENS INSURANCE &,32.84885,-79.85773
"RK STRATEGIC MANAGEMENT SOLUTIONS, LLC",32.864191,-96.809502
TALLAPOOSA CHRISTIAN CRISIS CENTER,32.909874,-85.912566
LINDSEY TAYLOR RANZ FOUNDATION,32.928996,-80.104061
SORUF DISINFECTING LLC,32.934822,-96.851976
RAMAH MINISTRIES INC,32.94339,-85.954185
LOWCOUNTRY FIREFIGHTER SUPPORT TEAM,33.02298,-80.224868
GIFTING WARRIORS INC.,33.051384,-80.18854
JACKSON E COX PC,33.091407,-82.01652
SAFE-T,33.130616,-95.601787
DISASTER SERVICES LLC,33.133527,-111.516611
SHELTER AGENCIES FOR FAMILIES IN EAST,33.137325,-94.970315
MESILLA HEALING,33.140018,-107.250847
DECOLORES,33.276539,-112.18717
Velma Givens Warren,33.374267,-88.771129
HELPING HANDS OF GEORGETOWN,33.376494,-79.294243
GOODFELLOWS OF PILOT POINT TEXAS,33.3965,-96.96056
ARS RESTORATION SERVICES,33.399607,-94.171165
MAGGIE'S PLACE,33.412641,-111.797499
SCHNAUZER RANCH & FRIENDS TX INC,33.412789,-97.148571
EMPACT SUICIDE PREVENT,33.420658,-111.970178
DOMESTIC VIOLENCE PREVENTION,33.422547,-94.047484
FOOD FOR THE HUNGRY,33.448631,-112.055397
"Wright Way Company, Inc.",33.475456,-86.924664
"Henry County Crisis Pregnancy Center,",33.513317,-84.229632
CARL POWE,33.525649,-88.42906
Pregnant Choices,33.538843,-82.129904
DISASTER RESTORATION DKI,33.556383,-86.523645
HELP LINE OF AIKEN COUNTY ADMIN,33.557906,-81.716969
CUMBEE CENTER TO ASSIST ABUSED PERSONS,33.558387,-81.702702
Sontarahlife Family Crisis Center,33.562593,-112.114992
FANNIN COUNTY FAMILY CRISIS CENTER,33.5767,-96.178308
Lubbock Victim Assistance Service,33.584701,-101.863944
"WOMEN'S PROTECTIVE SERVICES OF LUBBOCK, INC.",33.610018,-101.821292
"STAT Services, Inc.",33.623257,-117.72853
2ND CHANCE TRADING INC,33.639096,-117.756435
The Well House Inc,33.70126,-86.409972
STARR TEAM,33.745877,-81.140152
HOTLINE OF SOUTHERN CALIFORNIA,33.795012,-118.062692
CRISIS CENTER,33.831043,-87.28611
Save A Life Worldwide,33.833787,-84.385568
"ATLANTIC RESTORATION SERVICES, INC",33.844371,-84.47405
SAVING LIVES THROUGH RYAN INC,33.879626,-81.280919
RUBY SLIPPERS VOLUNTEER PARTNERSHIP INC,33.904598,-78.581447
OAK ISLAND WATER RESCUE TEAM,33.90462,-78.08277
HIS HARVEST,33.910748,-81.197733
UNITED MINISTRIES,33.91692,-80.360963
"Apex Disaster Management, Inc.",33.929205,-84.14579
MEDNEED OF SC,33.95309,-81.067006
ESI,33.956168,-84.555976
GRISSETTOWN-LONGWOOD FIRE & RESCUE INC,33.966666,-78.516426
ALTERNATIVES TO DOMESTIC VIOLENCE,33.975381,-117.355847
LISA LYNN UNDERHILL,33.987382,-117.050617
"Pregnancy Center of Bryan County, Inc",33.993213,-96.376595
RIVERSIDE RAPE CRISIS CENTER,33.994329,-117.348741
PEOPLE AGAINST RAPE,34.004286,-80.605521
GAMECOCK FOUNDATION,34.008723,-81.034515
SUPPLY FIRE & RESCUE INC,34.01767,-78.2675
SEXUAL TRAUMA SERVICES OF THE MIDLANDS,34.019279,-80.988292
Daybreak Inc,34.029148,-81.002526
JACK HELBIG MEMORIAL FOUNDATION,34.029795,-78.041658
PALADIN TRAINING,34.041582,-79.693294
AMERICAN BROADCASTING,34.05941,-117.674011
KENNEDY AUSTIN FOUNDATION,34.06145,-117.720739
"Center for the Pacific-Asian Family,",34.061591,-118.298204
IRMO FIRE FOUNDATION INC,34.063008,-81.166131
BROADWAY TREASURES,34.068903,-101.826997
GOOD FRIENDS OF WILMINGTON,34.088079,-77.852599
NAKINA FIRE & RESCUE SQUAD INC,34.102783,-78.655489
CHEROKEE COUNTY CRISIS CENTER,34.110859000,-85.59021800
Pregnancy Resource Center for Southwe,34.11724,-93.05519
SUPREME CLEANING & RESTORATION,34.12091,-117.933263
IN THE MIDDLE,34.122331,-81.1488
THE PORTAL,34.164333,-79.397934
Earthquakestore,34.164835,-118.313905
GREATER GREENWOOD UNITED MINISTRY INC,34.172825,-82.154136
HIS HANDS MINISTRIES INC,34.179116,-80.915703
MORONGO BASIN RAPE CRISIS,34.185894,-116.432416
COMPASSIONATE CARE CRISIS CENTER,34.193182,-101.724702
THE LIGHTHOUSE MINISTRIES,34.195701,-79.79329
The Centre of Redemption,34.2085,-77.79637
I&I INTERNATIONAL K9 SAR TEAM,34.21751,-77.899037
YELLOW RIBBON FOUNDATION OF WILMINGTON,34.219738,-77.905348
Jason Jacobson,34.220803,-118.605752
WILMINGTON FIREFIGHTERS FOUNDATION,34.236481,-77.938776
The Sexual Assault Center of Northwes,34.264835,-85.19389
FAMILY SERVICE CRISIS CENTER,34.266843,-86.211003
MT MORIAH OUTREACH INC,34.313477,-80.612489
GATEWAY SHELTER FOR BATTERED WOMEN,34.345432,-83.950541
SHELTER FOR VICTIMS OF DOMESTIC VIOLENCE,34.407178,-103.205829
NU GENERATIONS OF LAURENS,34.480792,-82.031715
WOMENS HAVEN INC,34.500551,-97.957092
AAA EMERGENCY DISASTER RECOVERY SERVI,34.501479,-83.51863
ANDERSON LIFE CRISIS PREGNANCY CENTER,34.51407,-82.655275
Lori Kilgore,34.539472,-117.261632
SMYRNA TOWNSHIP VOLUNTEER FIREDEPARTMENT,34.550234,-79.017351
ANDERSON CNTY,34.561535,-82.552253
KARE,34.600417,-80.542015
LUMBERTON VOLUNTEER FIREFIGHTERSASSOCIATION INC,34.620901,-79.002948
MXI ENVIRONMENTAL SERVICES LLC,34.693285,-81.168022
CHILDREN'S CENTER,34.697559,-118.144677
HOPE IN LANCASTER INC,34.699412,-80.781721
AV DOMESTIC VIOLENCE COUNCIL,34.703562,-118.151224
GROW LEARNING CENTRE,34.707441,-92.396402
DORCAS HOUSE,34.743304,-92.297093
DOMESTIC VIOLENCE & RAPE,34.775075,-79.464745
CLAYTON W ELEY IV,34.78391,-77.904141
JOHN C HALSELL,34.785184,-92.420958
"UPSTATE WARRIOR SOLUTION, INC.",34.861553,-82.339832
HELPING HANDS OF HAMLET,34.878875,-79.724258
TAYLORS HELPING HANDS,34.881783,-82.3253
CRISIS CENTER HELP LINE,34.883187,-82.713477
TEARS OF THE SAINTS,34.892389,-81.986836
SALEM RESCUE SQAUD INC,34.913468,-83.03796
Holdsambeck and Associates,34.917864,-120.437827
"PEE DEE PREGNANCY RESOURCE CENTER, IN",34.938291,-79.772293
TYGER RIVER FIREFIGHTERS FOUNDATION,34.951666,-82.12961
GREATER SPARTANBURG MINISTRIES INCORPORATED,34.961847,-81.943689
HOUSE OF GRACE,34.985352,-90.0173
PATH INC,34.991814,-81.208605
ROYALTY FOUNDATION,34.992059,-79.155009
PILGRIMS INN INC,34.992612,-81.178712
PEACHCENTER MINISTRIES INC,34.996314,-81.652395
NORTH SPARTANBURG FIREFIGHTERS FOUNDATION,35.006032,-82.011128
A Total Cleaning Company,35.006525,-89.780667
SANDBOX GROUP INC,35.033813,-80.804574
DOMESTIC VIOLENCE HOT LINE,35.046391,-85.305927
LUCKY LABS RESCUE CORP,35.065395,-80.807515
ALIVE INC,35.075498,-106.585685
GRANTSBORO SILVERHILL VFD INC,35.090185,-76.828552
MOUNTAIN MISSIONS INC,35.096487,-82.321477
GLASSY MOUNTAIN FIRE FOUNDATION,35.120598,-82.334813
MEMPHIS GAY & LESBIAN COMMUNITY CENTER,35.121214,-89.990713
CRISIS PREGNANCY CENTER OF TEHACHAPI,35.131626,-118.448889
TUCUMCARI DOMESTIC VIOLENCE,35.176551,-103.72776
THE M POWER FOUNDATION INC,35.190263,-80.920038
"HOPE CHOICE, INC.",35.193637,-101.912128
CRISIS CENTER MINISTRY,35.201738,-89.971538
WINTHROP H SMITH MEMORIAL FOUNDATION INC,35.224235,-80.846109
CHILDRENS CENTER OF TRANSYLVANIA COUNTY,35.231439,-82.732729
SALUDA VOLUNTEER FIRE & RESCUE INC,35.233308,-82.349268
MOUNTAIN VALLEY VOLUNTEER FIRE & RESCUE INC.,35.23509,-83.349367
CARL PERKINS CENTER FOR THE PREVENTION OF CHILD ABUSE,35.242076,-89.35957
STEPS TO HOPE INC,35.25317,-82.19706
"SAC FOUNDATION, INC.",35.262186,-80.869938
PROMISED LAND INC,35.284459,-80.858155
BESSEMER CITY CRISIS CENTER,35.285285,-81.283912
"Project Safe, Inc",35.295843,-96.960092
LIFE CARE PREGNANCY CENTER INC,35.327281,-79.397949
UNDER HIS WING CORP,35.345728,-80.643453
"MILLINGTON CRISIS CENTER MINISTRY, IN",35.348256,-89.895576
Ester House of Stanley County,35.354664,-80.198114
SHIRWOOD MINISTRIES INC,35.366336,-80.180912
Heart To Heart Pregnancy Support Cent,35.379482,-94.416014
HAITIAN HERITAGE & FRIENDS OF HAITI,35.386765,-80.767711
RESTORING THE HOOP INC,35.398534,-77.397519
NATIONAL SKI PATROL SYSTEM,35.40232,-83.208551
"Pregnancy Care Center, Inc.",35.406419,-99.421844
GLOBAL RECOVERY PROJECT,35.412833,-80.717088
CVAN-DOMESTIC VIOLENCE PROGRAM,35.413175,-80.613199
SAFER RACER INC,35.440073,-80.654658
HAITIS JEWELS,35.460228,-81.765042
AMYS HOUSE,35.463257,-81.258127
CITY RESCUE MISSION,35.465145,-97.525929
OZARK RAPE CRISIS CENTER,35.471340000,-93.46913
Pregnancy Help Clinic Inc,35.47191,-93.46856700
AREA RELIEF MINISTRIES,35.487766,-88.720245
TRALEE CRISIS CENTER FOR WOMEN,35.515114,-100.836363
SAMARITANS INTERNATIONAL,35.517475,-80.894804
First Choice Pregnancy Center Inc,35.533354,-98.707735
"Oklahoma Literacy Coalition, Inc.",35.548691,-97.618187
SOUTH MOUNTAINS FIRE RESCUE INC,35.582971,-81.562904
SALVADORAN MISSION PROJECTS INC,35.59351,-75.46794
SWANNANOA WELCOME TABLE,35.599977,-82.397045
SHERRILLS FORD-TERRELL FIRE & RESCUE INC,35.603076,-80.997147
GENESIS PROJECT,35.622241,-97.361756
SHEPHERDS FIRE-RESCUE INC,35.623024,-80.826746
ICHOOSE PREGNANCY SUPPORT SERVICES,35.641727,-78.473408
Borger Area Crises Pregnancy Center,35.662165,-101.392247
ROWAN HELPING MINISTRIES,35.680441,-80.45316
RALEIGH FIREFIGHTERS FOUNDATION LTD,35.695873,-78.729333
ROOFTOP FRIENDS INTERNATIONAL INCORPORATED,35.700863,-78.778694
SPREADING GODS MINISTRY OF GARNER,35.706382,-78.61493
GARNER VOLUNTEER FIRE-RESCUE INC,35.71126,-78.61417
ICARD TOWNSHIP FIRE RESCUE INC,35.712939,-81.431449
INVESTMENT IN HUMANITY,35.72347,-79.46224
TYLER J JONES,35.730679,-81.737169
Second Harvest Food Bank of East Tenn,35.770711,-83.994037
MABOPANE FOUNDATION,35.773618,-78.956926
Raleigh Rescue Mission Inc.,35.777776,-78.634309
BATTERED WOMENS SHELTER,35.779366,-91.644091
JOEL FUND,35.797692,-78.625265
WESTERN WAKE FIRE RESCUE INC,35.815109,-78.71787
MORRISVILLE FIREMANS RELIEF FUND INC,35.822843,-78.829127
NEA CHILDRENS ADVOCACY,35.829964,-90.675439
FAMILY SERVICES OF DAVIDSON COUNTY IN,35.841898,-80.224012
NORTH HAVEN MINISTRIES,35.869542,-78.63974
Arco Restoration Inc,35.889616,-78.577743
"Help in Crisis, Inc.",35.900074,-95.040008
Tri County Pregnancy Center,35.916562,-82.267024
DUMAS AREA CRISIS PREGNANCY CENTER,35.9216,-101.92026
HAVEN OF NORTHEAST ARKANSAS INC,35.92735,-89.90321
MISSION MINDED INC,35.9554,-81.494371
MOMEYER VOLUNTEER FIRE-RESCUE INC,35.962044,-78.045838
SERENITY MINISTRIES,35.990142,-83.96218
GUMTREE FIRE & RESCUE,35.996592,-80.197733
"Disaster Restoration Services, Inc",36.002092,-95.674795
LIFE CHOICES: CRISIS PREGNANCY SUPPOR,36.040608,-89.409639
"SASSER FLOORING AND DESIGN, INC.",36.062534,-79.557469
"The Pregnancy Network, Inc",36.065014,-79.799806
PEACE AT HOME FAMILY SHELTER,36.078458,-94.173819
TRIAD LADDER OF HOPE MINISTRIES,36.080707,-80.0244
OAR FOUNDATION INC,36.088422,-80.242122
DAYSPRING VILLA,36.091963,-96.313599
DOMESTIC VIOLENCE INTERVENTION SERVICES INC,36.102081,-95.940625
HELPING PARTNERS INC,36.110476,-79.463359
LISTER-SINK FOUNDATION INC,36.137413,-80.43071
"JACOB'S LADDER, INC",36.14596,-81.16064
TSUNAMI MINISTRIES INC,36.146449,-80.318584
WILKES PREGNANCY CARE CENTER INC,36.161092,-81.145979
THE MARY PARRISH CENTER,36.170165,-86.755967
NWA Rape Crisis Center,36.175046,-94.148686
Domestic Violence Intervention Servic,36.191428,-95.94231
SECOND HARVEST FOOD BANK OF MIDDLE TE,36.198725,-86.794332
New Beginning Pregnancy Help Center o,36.22396,-91.60848
MORIAH VOLUNTEER FIRE & RESCUE,36.268925,-78.827106
John Osborn,36.294236,-83.806991
JASON FOUNDATION INC,36.31156,-86.615763
SAFE HOUSE OF JOHNSON CITY,36.320063,-82.338429
KING OUTREACH MINISTRY INC,36.320179,-80.292174
TRANSITIONS CHILDRENS SERVICES,36.328702,-119.324436
CUMBERLAND CRISIS PREGNANCY CENTER,36.375602,-86.473568
A SAFE HOME FOR EVERYONE,36.429132,-81.435196
"Northwest Domestic Crisis Services, I",36.437001,-99.407208
LANSING VOLUNTEER FIRE & RESCUE,36.512277,-81.499812
Crime Stoppers,36.592679,-79.410983
COMPASSION PREGNANCY CENTER AND CLINI,36.595573,-121.894796
24-HOUR RUNAWAY HELPLINE,36.597765,-121.88941
Crisis Center Inc,36.602005,-82.18281
DISASTER KLEENUP SPECIALISTS MONTEREY BAY,36.612438,-121.850991
Family Resources Center Inc,36.661448,-80.926694
OUTREACH TO THE NEEDY MINISTRIES INC,36.661848,-86.120359
Living Alternatives Pregnancy Service,36.666176,-93.256227
MOUNT HERMON VOLUNTEER FIRE &,36.677699,-79.420227
"SAFETYNET, INC.",36.679571,-79.865168
South Side Survivor Response Center,36.688524,-79.867093
"SAFETYROPE, Inc.",36.689183,-80.251601
Grace Network of Martinsville & Henry County Inc,36.697737,-79.873625
HOUSE DEARING,36.701083,-97.068202
"God's Work, Inc.",36.724396,-78.134202
Genieve Shelter,36.729485,-76.583126
Navajo Ministries Inc.,36.731539,-108.23558
Crisis Pregnancy Center of Tidewater Inc,36.73238,-76.581463
"Cultural Brokers, Inc",36.734034,-119.787848
Cathy Janes,36.740529,-88.782904
VIZYONS,36.747715,-78.908796
ROOM IN THE INN FRANKLIN KY INC,36.758166,-86.581957
"CRISIS PREGNANCY CENTER OF TIDEWATER, INC.",36.760634,-76.25214
HAVEN HOUSE INC,36.766577,-90.398011
"VIRGINIA ASSOCIATES, LLC",36.770657,-76.219415
Hampton Roads Help To Others,36.790093,-76.235972
VIGILANT WATCH INC,36.795669,-76.012628
Westhaven Crisis Center,36.828074,-76.345449
OASIS-COMMISSION ON SOCIAL MINISTRY OF PORTSMOUTH CHESAPEAKE,36.832844,-76.320585
Rudolf Ryser Ministries,36.841596,-76.381734
PLAZA VOLUNTEER FIRE & LIFE SAVING & RESCUE SQUAD INC,36.844004,-76.12036
Seton House Inc,36.848126,-76.08199
WEST FRESNO CRISIS CENTER,36.861313,-120.459449
WOODBINE VOLUNTEER FIRE RESCUE,36.863749,-84.034516
His Ministries Inc,36.867398,-82.774963
The Gatekeepers,36.875331,-76.382653
The Planning Council,36.87726,-76.222237
ISLE OF WIGHT RESCUE SQUAD INC,36.898915,-76.687745
PAJARO CHILDRENS SERVICES,36.910615,-121.757078
"BALLYDUFF PARTNERS, LLC",36.911575,-76.079497
"FAMILY CRISIS SUPPORT SERVICES, INC.",36.937378,-82.602772
NORTHAMPTON SOCIAL MINISTRY,36.93767,-82.622624
WAREHAUS MISSION INC,36.94108,-81.095603
Mission Ministries,36.973687,-77.12993
RAPE CRISIS & PREVENTION CENTER,36.983649,-86.440583
GORDON VOLUNTEER FIRE & RESCUE,36.990657,-83.023203
Franklin County Family Resource Center,36.995127,-79.852489
Kim D Harvey,37.026246,-93.200214
Transitions Family Violence Services,37.027565,-76.345
"LINK of Hampton Roads, Incorporated",37.033689,-76.463027
Decision Point Consulting,37.042515,-76.350632
Hampton Public-service Team,37.047754,-76.425149
Behavioral Health Center,37.053855,-76.395357
GOOD SAMARITANS OF KENTUCKY INC,37.057657,-88.681535
PADUCAH INTERFAITH MINISTRY INCORPORATED,37.058817,-88.58799
American Red Cross (st George),37.085485,-113.572515
GODS POCKET,37.100181,-86.233646
NATIONAL INSTITUTE FOR HOMETOWN SECURITY INC,37.100841,-84.623404
WORLD RELIEF NOW,37.104127,-79.799315
Family Support Center of Washington C,37.11185,-113.590012
Rapid Response Force LLC,37.112236,-121.636483
"GRAF VENTURES, INC.",37.122292,-113.614408
GRAPEFIELD VOLUNTEER FIRE,37.152843,-81.238338
HUDDLESTON VFD,37.158358,-79.480233
Mercy Corps,37.159369,-113.634032
GODS HELPING HANDS,37.15954,-84.526899
SEARCH & RESCUE TRACKING INSTITUTE,37.181275,-80.50406
THOUSANDSTICKS VOLUNTEER FIRE & RESCUE INC,37.187746,-83.416902
VIRGINIA OPERATION LIFESAVER INC,37.1922,-77.389641
RAPE CRISIS & SEXUAL ABUSE CENTER,37.20745,-93.354612
HAPPY HELPERS PANTRY INC,37.239072,-89.269752
Sexual Assualt Response & Awareness-Sara,37.241401,-79.993233
ROANOKE VALLEY FIREFIGHTERS FOUNDATION INC,37.250349,-80.05251
CALIFORNIA DEPARTMENT OF FORESTRY AND FIRE PROTECT,37.250682,-119.704267
Pregnancy Care Center,37.25807,-93.343673
Trust House,37.266782,-79.948708
"Tricorn Foundation, Inc.",37.272089,-76.768096
FRAME LLC,37.27285,-80.098149
GREATER WILLIAMSBURG OUTREACH MISSION LTD,37.274753,-76.715157
"K9 Rescue of VA, Inc.",37.292182,-77.563202
GIULIANI CONSTRUCITON AND RESTORATION INC,37.305528,-121.877352
Bedford Domestic Violence Services,37.336027,-79.522585
Our Community Outreach Angel,37.343284,-77.981476
AVALON A CENTER FOR WOMEN,37.34822,-76.773832
MOUNTAINEER LIFE LINES INC,37.379876,-81.117475
"Jericho Outreach Ministries, Inc.",37.384876,-79.19727
"Lynchburg Project Lifesaver,Inc.",37.412569,-79.144546
PROVIDENCE FORGE VOLUNTEER FIRE & RESCUE,37.453467,-77.033714
LITTLE SPARROW,37.46456,-81.81373
NORTHAMPTON FIRE & RESCUE INC,37.47486,-75.85826
HOPE CORPORATION,37.481637,-82.550507
"Community Interventions, LLC",37.507908,-77.528186
GOOD SAMARITAN MINSTRIES LTD,37.514812,-77.453992
Action Alliance,37.546014,-77.456205
VILLAGE TO VILLAGE INC,37.54671,-87.98391
"TERRILL, ARIAN",37.548413,-77.469518
Family Crisis Center,37.55956,-77.465658
GENTLE IRONHAWK SHELTER,37.566938,-109.44141
Apri Center Va Chapter,37.567691,-77.420083
RideRichmond,37.567937,-77.447894
SAINT VINCENT MISSION INC,37.576668,-82.870801
Safe Harbor Inc,37.590516,-77.508447
TELECARE STANISLAUS COUNTY CRISIS STABLILIZATION UNIT,37.600247,-120.963817
HANOVER HOUNDS K-9 SEARCH & RESCUE,37.600867,-77.322951
Safe Harbor,37.616356,-77.475283
LIGHT HOUSE MINISTRIES INC,37.6193,-75.76382
STORE HOUSE INC,37.636568,-81.950082
DANVILLE COUNSELING CENTER L.L.C.,37.646194,-84.77579
"Extollo International, inc.",37.673165,-121.866133
"MARKETING XCHANGE WORLDWIDE, LLC",37.683112,-77.510297
Ally1 Disaster Solutions,37.684605,-113.072267
"WEST VIRGINIA OPERATION LIFESAVER, INCORPORATED",37.69817,-81.48122
"MOTORCYCLE SAFETY LEAGUE OF VIRGINIA, INC.",37.701562,-77.454158
Eastern Shore Coalition Against Domestic Violence,37.709863,-75.737404
MEMBERS HELPING MEMBERS,37.71041,-75.70048
"HEARTLAND CRISIS PREGNANCY CENTER, IN",37.712606,-85.873332
FOWLER-BONAN FOUNDATION,37.720129,-88.536736
HELPING HAND OF HOPE INC,37.723474,-85.976854
"MATTAPONI VOLUNTEER RESCUE SQUAD, INC.",37.72625,-77.02275
CALICO CENTER,37.726918,-122.149608
GIDGETS PROMISE K9 RESCUE,37.730001,-79.355121
Crisis Pregnancy Center of Tracy,37.738988,-121.426139
"Hosea Initiative, Inc.",37.739451,-76.50021
"CITY OF OAKLAND , ENVR SCVS DI",37.746342,-122.20715
"CITY OF OAKLAND, ENVR SCVS DIV",37.76399,-122.21311
SOUTHERN WEST VIRGINIA PREPAREDNESS PARTNERSHIP INC,37.773444,-81.194683
HOWARD INGRAM FOUNDATION INC,37.779976,-79.443495
Wu Yee Childrens Services,37.781668,-122.413557
NIGHT MINISTRY,37.784252,-122.422997
