name,latitude,longitude
KINDER MORGAN TAMPAPLEX TERMINAL,27.905998,-82.418856
KINDER MORGAN INC.,27.905998,-82.418856
JAMES PARSONS,27.86613,-81.929122
"AMBER TERMINAL, INC.",32.800079,-97.308709
AG-TEX CHEMICALS,29.787253,-95.820903
NATALIE VANLIEW,40.733015,-98.912528
IMC PHOSPHATES,27.880106,-82.026738
IMC-AGRICO,27.880106,-82.026738
"USAC HOLDING, INC.",27.901896,-81.880545
PHOSPHATE HOLDINGS INC,30.386063,-82.77389
AGRIUM,45.36241,-118.005784
MOSIAC LLC,27.837191,-81.911609
MICHAEL VICKERS,27.86613,-81.929122
HELENA CHEMICAL COMPANY,26.191298,-98.119063
"MICROSOURCE, LLC",44.78104,-93.38805
"TAMPA PORT SERVICES, LLC - PORT SUTTON",27.905998,-82.418856
PCS PHOSPHATE - WHITE SPRINGS,30.386063,-82.77389
WESTERN FARM SERVICE INC,45.36241,-118.005784
MPC LIQUIDATION TRUST,30.441072,-88.634482
STEVEN SUSICK,27.746474,-81.850919
WILLIAM SIMPSON,27.905998,-82.418856
66190,36.106775,-102.584878
RUNK PROPERTIES INC,27.901896,-81.880545
NUTRIEN AG SOLUTIONS,30.581504,-97.393787
66260,33.455931,-101.657299
44070,34.555401,-102.30558
AGRIUM US INC,34.389482,-80.074031
NORTHERN STAR COS INC,38.319032,-85.818811
WILBUR-ELLIS COMPANY LLC,37.57917,-106.14808
"MOSAIC FERTILIZER, LLC",27.905998,-82.418856
"MOSAIC FERTILIZER, L.L.C.",27.880106,-82.026738
MOSAIC FERTILIZER LLC,27.837191,-81.911609
FARMLAND HYDRO L.P.,27.905293,-82.424189
FARMLAND HYDRO LP,27.837191,-81.911609
"FARMLAND HYDRO, L.P.",27.837191,-81.911609
MOSAIC FERTILIZER LLC SOUTH PIERCE FACILITY,27.880106,-82.026738
KINDER MORGAN HARTFORD ST TERMINAL,27.905998,-82.418856
ALLIED CHEMICAL CORP,34.432064,-90.634104
J.R. SIMPLOT CO.,37.930954,-121.272105
"JE COMPLIANCE SERVICES, INC.",36.079019,-102.500647
"FARMLAND INDUSTRIES, INC.",37.094182,-94.616807
POTASH CORP OF SASKATCHEWAN USA,35.373768,-76.779313
POTASH CORPORATION OF SASKATCHEWAN,35.373768,-76.779313
LORD CORPORATION,42.037762,-80.083095
OLIN CORP,41.485508,-88.124457
NORALYN PROPERTIES LLC,27.844152,-81.859946
JDC INC,27.844152,-81.859946
ROLLINS INC,38.062226,-84.554174
KAISER AGRICULTURAL CHEM,41.241386,-95.933158
27760,40.519446,-101.643266
"MOSAIC FERTILIZER, LLC - NICHOLS CONCENTRATES",27.880106,-82.026738
IMC PHOSPHATES COMPANY - PORT SUTTON TERMINAL,27.905998,-82.418856
IMC PHOSPHATE COMPANY,27.880106,-82.026738
IMC-AGRICO COMPANY,27.880106,-82.026738
"POTASH HOLDINGS COMPANY, INC.",30.386063,-82.77389
"CROP PRODUCTION SERVICES, INC.",44.557306,-123.107036
25690,43.201702,-112.330821
17540,43.666913,-112.095283
E. MORRIS,27.904383,-81.91686
SUE DORIOCOURT,27.904383,-81.91686
GULF RESOURCES AND CHEMICAL CORPORATION,47.54295,-116.185928
"AGRIUM U.S., INC.",42.735329,-111.543168
AGRIUM INC,42.735329,-111.543168
THOMAS FULLENKAMP,41.026689,-91.967874
"THE ANDERSONS, INC.",42.664714,-84.198526
ARCADIAN FERTILIZER,30.236445,-93.220913
"BROWNFIELD FARMERS, L.L.C.",33.172013,-102.335299
CROP PRODUCTION SERVICES,39.573878,-97.67305
"GAVILON FERTILIZER, LLC",38.141964,-98.078649
LESCO INC,37.947153,-121.336346
TIFFANIE NIXON,35.498002,-119.265853
"TRANS RESOURCES, INC.",32.295214,-90.906371
MARTIN BLOOMBERG,36.800207,-120.015511
"PINEY POINT PHOSPHATES, INC.",27.923419,-82.030069
"MULBERRY PHOSPHATES, INC.",27.923419,-82.030069
"CORONET INDUSTRIES, INC",27.988205,-82.083906
SC STATE,33.977778,-81.00903
17760,45.048836,-122.986898
PUREGRO COMPANY 834,45.918501,-119.341781
NATIONAL AERONAUTICS SPACE ADMINISTRATION (NASA),27.904383,-81.91686
"RHO-CHEM, LLC",33.422221,-112.116817
OVERLEY'S VACUUM SERVICE,33.422221,-112.116817
OVERLEY S VACUUM SERVICE,33.422221,-112.116817
CASA GRANDE PLANT FOOD CO.,32.879141,-111.759939
"MOSAIC FERTILIZER, LLC AND TPS",30.083484,-90.913765
LUBAS WM & PLATZ THEO TRUSTEES,40.445868,-74.663358
66230,37.985831,-100.99135
THE ANDERSONS INC,40.63416,-86.221054
"THE ANDERSONS, INC",38.958893,-85.862571
PLANT FOOD CO INC,40.445868,-74.663358
TRUST OF EDWARD A PLANTZ DECEASE,40.445868,-74.663358
HELENA CHEMICAL COMPANY-HUNTINGTON TERMINAL,40.896148,-85.444791
RYAN MOCK,37.930954,-121.272105
"HELENA AGRI-ENTERPRISES, LLC",40.76361,-102.04074
LEE THURNER,27.905998,-82.418856
KINDER MORGAN PORT SUTTON TERMINAL LLC,27.905998,-82.418856
KAY-FLO INDUSTRIES,40.733015,-98.912528
KAY FLO INDUSTRIES INC,40.733015,-98.912528
OPTIC FERTILIZER INC,40.733015,-98.912528
YUMA FARMERS MILLING & MERCANTILE COOPERATIVE CO.,40.081948,-102.220776
CYTEC INDUSTRIES INC,27.934966,-81.977485
CYTEC INDU.INC.-BREWSTER PLANT,27.934966,-81.977485
"ESTECH, INC.",27.882966,-81.861381
JOSEPH DAVIS,27.882966,-81.861381
"MEMC PASADENA, INC",30.035329,-90.830476
NUTRA-FLO CO,42.486515,-96.393039
GLENN TAKEUCHI,33.980199,-117.692516
"GRO-POWER, INC.",33.980199,-117.692516
"PGG/HSC FEED COMPANY, LLC",45.80647,-119.344679
PACE ANALYTICAL SERVICES INC - MN,27.988205,-82.083906
HV TRANSPORT SYSTEM INC,33.422221,-112.116817
"RME SAFETY AND ENVIRONMENTAL, LLC",40.391588,-104.595992
PHILIP WEST INDUSTRIAL SERVICES,33.422221,-112.116817
PSC INDUSTRIAL OUTSOURCING LP,33.422221,-112.116817
LDRV HOLDINGS,33.422221,-112.116817
JIM HICKS & CO.,32.879141,-111.759939
"RIVERSIDE ENVIRONMENTAL SERVICES, INC.",32.879141,-111.759939
"COLLINGWOOD GRAIN, INC.",37.441098,-100.98001
M&M COOPERATIVE,40.081948,-102.220776
DEDRA WILLIAMS,35.730203,-119.23988
"TESSENDERLO KERLEY, INC.",33.422221,-112.116817
UNION PACIFIC RAILROAD HINKLE RAILROAD &,45.918501,-119.341781
PENDLETON GRAIN GROWERS INC,45.67208,-118.7886
NICHOLAS INSULATION SERVICES,30.441072,-88.634482
PHOSPHATE HOLDINGS INC.,30.441072,-88.634482
PHOSPHATES HOLDING INC,30.441072,-88.634482
"WOOD WASTE, LLC",44.844246,-122.876794
UNOCAL RRMC,45.36241,-118.005784
"RISK MANAGEMENT & ENGINEERING, LTD.",40.897087,-85.441307
GREEN BAY PLANT,27.837191,-81.911609
"MOSAIC FERTILIZER, LLC - GREEN BAY CHEMICAL PLANT",27.837191,-81.911609
"CARGILL FERTILIZER, INC (GREEN BAY)",27.837191,-81.911609
52180,38.276837,-100.915128
"BUTTONWILLOW WAREHOUSE CO., INC.",36.102039,-119.558365
BUTTONWILLOW WAREHOUSE COMPANY,36.102039,-119.558365
MISSISSIPPI PHOSPHATES CORPORATION,30.441072,-88.634482
BRITZ-SIMPLOT GROWER SOLUTIONS LLC,35.444273,-119.255653
"PCS PHOSPHATE COMPANY, INC.",35.373768,-76.779313
"NUTRIEN (PCS PHOSPHATE COMPANY, INC.)",35.373768,-76.779313
POTASH HOLDING CO INC,35.373768,-76.779313
VICKSBURG CHEMICAL COMPANY,32.295214,-90.906371
"CF INDUSTRIES, INC.",27.918182,-82.437504
CF INDUSTRIES INC.,27.86613,-81.929122
"C F INDUSTRIES, INC.",27.86613,-81.929122
C. FARRIS,27.837191,-81.911609
C F CHEMICALS,27.86613,-81.929122
CARGILL FERTILIZER LLC,27.837191,-81.911609
CARGILL INC,27.837191,-81.911609
"KINDER MORGAN BULK TERMINALS, INC.",27.905998,-82.418856
IMC FERTILIZER CO.,27.905998,-82.418856
OCCIDENTAL CHEMICAL CORPORATION,30.386063,-82.77389
CHEMICAL DYNAMICS INC,27.993602,-82.165855
MOSAIC FERTILIZER LLC - BONNIE FACILITY,27.86613,-81.929122
"PHOSPHATE HOLDING CO, INC",30.386063,-82.77389
NASA/JJ-D,27.904383,-81.91686
HERSCHEL MORRIS,28.168787,-82.141692
SPACE GATEWAY SUPPORT INC,27.850613,-82.055008
THOMAS FUCHS,27.763679,-81.939096
"MOSAIC FERTILIZER, LLC - MULBERRY CHEMICAL PLANT",27.892961,-81.940327
MILLER CONTRACTORS,30.441072,-88.634482
MPC ENVIRONMENTAL TRUST,30.441072,-88.634482
CARGILL CROP NUTRITION,27.892961,-81.940327
DELTA SANITATION,30.441072,-88.634482
"SCOTT COMPANY, LLC",30.441072,-88.634482
WHITE SPRINGS AGRICULTURAL CHEMICALS INC,30.346696,-82.769027
MOSAIC FERTILIZER LLC - RIVERVIEW FACILITY,27.864185,-82.386099
"POTASH CORPORATION OF SASKATCHEWAN (FLORIDA), INC.",31.184045,-83.784914
LINDA LYNETTE EVANS,31.184045,-83.784914
POOLE CHEMICAL,36.106775,-102.584878
"POOLE CHEMICAL COMPANY, INC.",36.106775,-102.584878
RANDY MCLARTY,33.577749,-102.078285
"ZIPP INDUSTRIES, INC.",34.068903,-101.826997
WILBUR-ELLIS COMPANY,36.449485,-121.368127
CHEMICAL TRANSPORTATION INC,33.422221,-112.116817
"MOSAIC FERTILIZER, LLC - UNCLE SAM",30.035329,-90.830476
CONDOR EARTH TECHNOLOGIES,38.234034,-121.516238
ELTEX CHEMICAL,33.422221,-112.116817
ROYSTER-CLARK AGRIBUSINESS,39.984209,-82.910329
SCHIBER TRUCK CO,33.422221,-112.116817
ECOLOGY CONTROL INDUSTRIES,33.422221,-112.116817
GAVILON FERTILIZER LLC,40.567998,-98.306407
ALBEMARLE CORPORATION,30.488966,-91.158289
IMC AGRICO CO,29.991932,-90.461716
AGRICO CHEM CO,29.991932,-90.461716
23830,39.124303,-100.848625
23640,39.340641,-101.688588
C F INDUSTRIES TAMPA TERMINAL,27.926209,-82.431331
"CF INDUSTRIES, INC. - TAMPA TERMINAL",27.926209,-82.431331
66250,38.945805,-100.970176
JEFFREY RENNA,36.800207,-120.015511
NUTRIAG LTD.,36.800207,-120.015511
MISSISSIPPI CHEMICAL CORP,34.761517,-92.238744
"CONKLIN COMPANY, INC",41.588011,-93.611648
J.R. SIMPLOT COMPANY,37.805768,-121.275599
J. R. SIMPLOT COMPANY,37.805768,-121.275599
JR SIMPLOT CO,37.805768,-121.275599
J R SIMPLOT CO,37.805768,-121.275599
CERES SOLUTIONS,38.683265,-87.426886
CERES SOLUTIONS COOPERATIVE,38.683265,-87.426886
STATE ROAD 60 EAST,27.892961,-81.940327
"BROWN AND BRYANT, INC.",35.498002,-119.265853
60010,40.451746,-99.29758
28310,40.196114,-100.629377
GAVILON GROUP LLC,46.848841,-96.746056
MOSAIC FERTILIZER - BARTOW,27.904383,-81.91686
"MOSAIC FERTILIZER, LLC - BARTOW CHEMICAL PLANT",27.904383,-81.91686
24650,32.800079,-97.308709
CECIL HOPPER,30.219428,-91.056408
IMC FERTILIZER,31.09957,-85.697744
FARMERS CHEMICAL COMPANY,37.094182,-94.616807
60530,41.930316,-96.082853
CARGILL FERTILIZER,27.904383,-81.91686
Z H P CORP,40.323116,-74.516597
PLANTZ GRANT,40.323116,-74.516597
MID STATE FILGREE SYSTEM INC,40.323116,-74.516597
PLANT FOOD MFG,40.323116,-74.516597
PACE INTL LP,33.920511,-117.907354
ONYX ENVIRONMENTAL SERVICES LLC,33.422221,-112.116817
MP ENVIRONMENTAL SERVICES INC,33.422221,-112.116817
E MORRIS,27.909233,-81.794517
HACKLAKE ENTERPRISES,27.748513,-81.845452
NASA,27.763679,-81.939096
MULBERRY CORPORATION,27.631905,-82.529347
MICHAEL ROBERTS,28.168787,-82.141692
PCS JOINT VENTURE LTD,31.184045,-83.784914
RIVERBEND LANDFILL CO.,45.616425,-122.713193
PHILIP TRANSPORTATION AND REMEDIATION,33.422221,-112.116817
MOSAIC,41.207256,-96.099975
MARINCO BIOASSAY LABORATORY,27.988205,-82.083906
ALLWASTE ENVIRONMENTAL SERVICE OF TEXAS,33.422221,-112.116817
ROYSTER CLARK INC,39.984209,-82.910329
"ROYSTER-CLARK, INC.,",39.984209,-82.910329
ROYSTER-CLARK INC,39.984209,-82.910329
BENCHMARK ENVIROANALYTICAL INC.,27.988205,-82.083906
OCCIDENTAL PETROLEUM CORP,32.694907,-96.739786
SMITH-DOUGLAS INC,41.083125,-88.813082
P. O. BOX 2000,27.880106,-82.026738
STATE ROAD 137,30.386063,-82.77389
WESTERN FARM SERVICE,45.918501,-119.341781
TRIAD TRANSPORT INC,33.422221,-112.116817
NASA ENVIRONMENTAL MANAGEMENT OFFICE MC TA-C3,27.850613,-82.055008
NELSON ENGINEERING,27.763679,-81.939096
"% HERBERT R. DONICA, P.A.",27.631905,-82.529347
DAVID JELLERSON,27.850613,-82.055008
"YARA NORTH AMERICA, INC.",42.503986,-77.496087
PLANSEE HOLDING AG,41.782734,-76.444023
NEW COOPERATIVE INC.,41.930316,-96.082853
JAMES P WEBB JR,41.071123,-77.476304
CROP PRODUCTION SERVICES INC,38.234034,-121.516238
RHONE-POULENC INC,37.976096,-122.366638
HELENA AGRI-ENTERPRISES LLC,40.897087,-85.441307
HELENA AGRI ENTERPRISES LLC,40.897087,-85.441307
C F IND INC AMMONIA TERMINAL,27.918182,-82.437504
YARA NORTH AMERICA INC,27.905293,-82.424189
"WHITE SPRINGS AGRICULTURAL CHEMICALS, INC.",30.386063,-82.77389
IMC AGRICO NICHOLS,27.880106,-82.026738
AGRICO CHEMICAL COMPANY,27.880106,-82.026738
U.S. AGRI-CHEMICALS CORPORATION,27.746474,-81.850919
US AGRI CHEMICALS CORP,27.901896,-81.880545
US AGRI-CHEMICALS CORP./ROCKLAND MINE,27.746474,-81.850919
U S AGRI-CHEMICALS CORPORATION - FT MEADE CHEMICAL PLANT,27.746474,-81.850919
US AGRI-CHEMICALS CORP - BARTOW CHEMICAL PLANT,27.901896,-81.880545
U S AGRI CHEMICALS FORT MEADE CHEM,27.746474,-81.850919
WHITE SPRINGS AGRIC CHEMICAL INC,30.386063,-82.77389
GOLDER ASSOCIATES INC.,27.901896,-81.880545
"FRONTIER FERTILIZER & CHEMICAL CO., L.L.C.",33.577749,-102.078285
CHASEN HASCHKE,36.079019,-102.500647
66180,34.631096,-99.298807
IMC GLOBAL,29.991932,-90.461716
"PCS NITROGEN FERTILIZER, L.P.",30.219428,-91.056408
PCS NITROGEN FERTILIZER LP,30.219428,-91.056408
RHODIA INC,45.616425,-122.713193
RHONE POULENC INC,45.616425,-122.713193
AI002068,30.441072,-88.634482
OLIN CORPORATION,34.71425,-92.36143
PCS PHOSPHATE WHITE SPRINGS,30.411262,-82.785461
Mosaic Carlsbad Facility,32.415693,-103.942729
Mosaic Bartow Facility,27.899547,-81.918449
Mosaic Greenbay Facility,27.833978,-81.918393
Mosaic Faustina Facility,30.033127,-90.867755
"Mosaic Fertilizer, LLC",27.851872,-82.259753
Mosaic Uncle Sam Facility,30.044422,-90.788768
Mosaic Riverview Facility,28.030136,-82.451095
Mosaic New Wales Facility,27.8953,-81.97342
JR SIMPLOT COMPANY DON SIDING COMPLEX,42.910539,-112.530024
"Mosaic Fertilizer LLC, Plant City Facility",28.171529,-82.170381
NASA/KENNEDY SPACE CENTER,27.850613,-82.055008
"CARGILL FERTILIZER, INC. - U.S. PHOSPHORIC PRODUCTS",27.864185,-82.386099
"CARGILL, INC.",27.864185,-82.386099
CDM/MAITLAND CENTER,27.631905,-82.529347
"CDM CONTRACTORS, INC.",27.631905,-82.529347
C F INDUSTRIES PLANT CITY,28.168787,-82.141692
THE GOODYEAR TIRE & RUBBER COMPANY,33.996788,-118.140502
RAY HILLARD,27.934966,-81.977485
PLANT FOOD COMPANY INC,40.287837,-74.505214
ROBERT STEWART,27.892961,-81.940327
"INTERNATIONAL MINERAL TECHNOLOGIES, L.L.C.",29.792247,-95.397282
NUTRA-FLO COMPANY,42.526933,-96.497329
AGRIFOS HOLDINGS INC.,25.766459,-80.133146
"PCI NITROGEN, LLC",29.741908,-95.191385
ITAFOS CONDA LLC,29.769064,-95.458219
ITAFOS CONDA HOLDINGS,42.735329,-111.543168
J.R. SIMPLO COMPANY,42.875422,-112.45038
COG MARKETERS LTD,43.001701,-84.565613
Itafos,29.769064,-95.458219
AGRIVESTMENT LTD,47.258528,-122.391961
"CALCIUM SILICATE CORP., INC",26.645895,-80.430269
PACIFIC CALCIUM INC,48.791381,-119.399479
"Blick's Phosphate Conversions, Llc",37.712376,-97.532781
WINFIELD SOLUTIONS,37.803083,-100.320277
Pursell Agri-tech Llc,33.169612,-86.24947
STOLLER USA,29.82771,-95.564525
WALT'S ORGANIC FERTILIZER CO,47.678255,-122.338152
"AGRICULTURE SCIENCES, INC.",32.951112,-96.859449
"MYCSA AG, INC.",25.915333,-97.438907
"AG FERTILIZER, LLC",30.046985,-97.336761
CHEM-X INTERNATIONAL LLC,32.969591,-96.962138
MYCSA AG INC,25.915333,-97.438907
EMERALD PLAINS INC,33.757245,-117.750414
THE SCOTTS CO,44.862523,-123.157197
WOLFKILL FEED & FERTILIZER,47.858346,-121.970457
RICHLAWN TURF FOOD,40.218913,-104.770021
GPS GIN CO,33.245074,-91.505846
AGRIFORM PARTS,38.692669,-121.765124
CANJA INC,33.770506,-102.192713
ANUVIA PLANT NUTRIENTS,28.564795,-81.58656
SAMS PRINT SHOP,40.432205,-75.330271
GREEN LAWN FERTILIZER,40.725211,-111.896507
CSI CHEMICAL USA INC,40.8645,-74.312204
CONNECTICUT RIVER AUCTION SERVICES,43.105314,-72.443254
RW GRIFFIN IND LLC,31.95259,-83.447111
LIBERTY ACRES FERTILIZER CORPORATION,34.384261,-79.842182
ORGANIC GROWTH INDUSTRIAL,41.71817,-88.226219
B B HOBBS CONSULTING LLC,34.305849,-79.867163
JAZMINE SAENZ,31.848792,-106.530186
CONNECTICUT RIVER VALLEY,43.13897,-72.44814
HYDRO DYNAMICS INTERNATIONAL,42.674921,-84.528703
SUPERIOR TURF SERVICES,45.079579,-94.054888
STELLAR NITROGEN & PUMPING LLC,31.806549,-102.379301
GROWERS CHEMICAL INC,41.32049,-82.61457
ANDERSONS PLANT NUTRIENT GROUP,41.58494,-83.69455
GROW MORE INC,33.890193,-118.281424
MAG FIBER LLC,34.020815,-118.408907
NHTHREE LLC,46.240573,-119.264075
PAMCO-DIXIE FARM SERVICE,35.145189,-76.796729
LIVE FIRE HYDROPONICS LLC,42.961331,-85.635639
ECO ENTERPRISES,47.815106,-122.262224
CONVERTED ORGANICS,42.363284,-71.050469
FLORIDA PHOSPHORUS,25.169637,-80.374209
"STOLLER USA, INC",29.82771,-95.564525
SOSTENES M SILVA,29.28387,-94.827051
JARED S MCGILL,33.351735,-96.820444
"ITALPOLLINA USA, INC.",29.703873,-98.635655
"VIATRAC FERTILIZER, LLC",29.316844,-97.144011
FERTIALIVE LLC,33.694882,-96.898115
"DIMMITT SULFUR PRODUCTS, LTD.",34.397661,-102.131308
MARK B CHAPIN,33.239703,-97.919222
YARA FREEPORT LLC (TEXAS AMMONIA LLC),27.945502,-82.458284
Southern States,37.634228,-77.543167
Nutrien AG Solutions,37.876733,-76.427334
Cameron Chemicals,36.861996,-76.13181
NURSERYMEN'S SURE-GRO CORP.,27.672719,-80.405535
Mar Vista Resources LLC,35.399289,-119.470138
"GREEN GRO, INC.",40.755066,-73.763451
"Italpollina Usa, Inc.",40.089508,-85.656099
CREATIVE SALES INC,41.567907,-96.617443
UNITED FERTILIZER CHEMICAL CO LTD,33.71227,-117.798626
Kiwa Biotech Products Group Corporati,34.065891,-117.582383
"SOILCRAFT, INC.",46.44609,-120.344128
Nutrients Plus,36.760131,-76.006219
"Ultra Gro, LLC",36.943236,-120.091389
CROSSLINK OF NEW MEXICO,32.280049,-107.783502
CALTEC AG INC.,37.643149,-120.999589
PURELY ORGANIC PRODUCTS LLC,43.074812,-70.805443
ECO NUTRIENTS LLC,41.779817,-124.165907
"Cervantes Distribution Companies, Inc",33.925166,-117.900823
Biofeed Solutions Inc.,33.547493,-112.207025
Natural Habitats USA Inc.,40.02417,-105.284702
"PENICK FOREST PRODUCTS, INC.",33.115674,-88.559953
"FLORATINE PRODUCTS GROUP, INC.",35.038547,-89.657199
BLUE OCEAN ORGANICS INC,36.812643,-119.875632
GREENGRO BIOLOGICALS LLC,38.537438,-122.807736
"ORGREENX, LLC",27.470234,-82.456214
"LSB Industries, Inc",35.53779,-97.579223
Gro Green Inc.,42.864807,-78.827659
"Prairie Ag Services, Inc.",41.944773,-88.877038
"NURTURITE, L.C.",42.574682,-114.439438
JOHNSTON PROPERTIES LLC,33.321791,-111.72618
TRI-COUNTY CHEMICAL INC,37.806625,-88.455347
"Aurora Innovations, LLC",36.118535,-96.186776
"Tri-County Agronomics, Inc.",37.806625,-88.455347
Geneva Nitrogen Llc,40.326185,-111.723878
Baicor Llc,41.767195,-111.8497
Agscitech Inc,41.742966,-111.825243
PROVIDENCE,29.957032,-90.265707
TOM STRINGER,41.718801,-94.933329
STEPHANIE STANLEY,42.52023,-95.151114
NUGRO OF AMERICA,30.928622,-88.027681
NUTRIEN,43.11368,-93.556979
TERRA NITROGEN,42.336638,-96.3778
PCS NITROGEN,41.786596,-90.286797
NICHOLAS SNYDER,42.52023,-95.151114
TERRA INDUSTRIES,42.336638,-96.3778
SCOTT PETROLEUM CORP,33.373121,-91.089403
NO ACTIVE O/OP AS NOT GENERATING WASTE,43.415083,-83.905476
RESOURCE COMPLIANCE,36.102039,-119.558365
"MARTIN OPERATING PARTNERSHIP, LP",30.12355,-94.153941
MARTIN OPERATING PARTNERSHIP L. P.,30.12355,-94.153941
"WEST TEXAS GAS, INC.",31.417011,-101.5423
LAND O'LAKES INCORPORATED,44.267211,-123.167143
"ROYSTER-CLARK, INC.",43.393058,-94.601323
"PRAXAIR, INC.",42.500913,-94.016634
CHEVRON USA,28.579528,-81.407397
CHEVRON CHEMICAL CO FACILITY NWAGC00020,28.579528,-81.407397
"WESTLAKE VINYLS COMPANY, LP",30.216714,-91.005286
AGRILIANCE LLC,40.619694,-86.866328
AVENTIS CROPSCIENCE,35.478803,-78.039803
COASTAL ST HELENS CHEMICAL CO,45.859162,-122.815938
COASTAL ST HELENS CHEMICAL COMPANY,45.859162,-122.815938
CHEVRON CHEMICAL COMPANY/ST.HELEN FERTLZ,45.859162,-122.815938
CHEVRON CHEMICAL COMPANY,45.859162,-122.815938
EL PASO MERCHANT ENERGY PETROLEUM CO,45.859162,-122.815938
ST MARYS CARBON CO,41.167627,-79.054043
SAME,40.34882,-94.85584
"BRITZ FERTILIZERS, INC/ATT: SE",36.415869,-120.122286
WILCO - WINFIELD LLC,45.043027,-122.795336
"NITRAM, INC",27.911509,-82.394893
Cornerstone Chemical Company,29.957032,-90.265707
"COASTAL REFINING & MARKETING, INC.",45.859162,-122.815938
32410,32.94248,-102.588484
BASF CORP,30.748755,-84.486624
GREEN INDUSTRIES INC. DBA AMMONIA SERVICES,32.157684,-96.920486
"KOCH FERTILIZER, LLC",44.414088,-98.478495
SOUTHERN STATES COOP INC,37.741959,-87.15024
"SOUTHERN STATES COOPERATIVE, INC.",37.741959,-87.15024
KINDER MORGAN HARTFORD ST. TERMINAL,27.911509,-82.394893
KINDER MORGAN HARTFORD STREET TERMINAL,27.911509,-82.394893
CF INDUSTRIES INC,42.088639,-78.450762
SAUSVILLE & SCHRIBER ENGINEERS,43.032754,-74.357288
CAPITAL CITY OIL INC.,39.167673,-95.059076
"CITY OF LAWRENCE, KS",38.942907,-95.202719
CHS McPherson Refinery Inc.,38.347472,-97.670411
CHS INC,38.347472,-97.670411
UIC INC,41.501924,-88.110246
"LAROCHE INDUSTRIES, INC.",38.22061,-90.39595
LSB HOLDINGS,38.22061,-90.39595
BIG FISH ENVIRONMENTAL LLC,45.329246,-85.23685
ENSAFE INC.,35.10266,-90.091212
P. R. BURKS,34.432064,-90.634104
"NPN ENVIRONMENTAL ENGINEERS, INC.",39.440073,-91.088401
"PINNACLE ENGINEERING, INC.",44.017235,-96.307725
DYNO NOBEL INC,39.440073,-91.088401
KELLOGG SUPPLY INC,38.155913,-121.15974
SPECGX LLC,35.900435,-78.562337
