name,latitude,longitude
MARLIN ENERGY OFFSHORE LLC,30.169118,-92.062399
TEACHER RETIREMENT SYSTEM OF TEXAS,30.222085,-97.778784
PAYTRAK OF BAY COUNTY INC,30.231473,-85.890177
CITY OF AUSTIN,30.262257,-97.739999
Teacher Retirement System of Texas,30.270585,-97.742331
VOTING MACHINE WAREHOUSE,30.273466,-91.244027
TEXAS ASSOCIATION OF COUNTIES SERVICE CORPORATION,30.276224,-97.745168
DEBORAH COLLEEN INGERSOLL,30.278177,-97.743141
UNCLAIMED PROPERTY DIRECTOR,30.27845,-97.738291
ARCHIVES & RECORD,30.278982,-97.739017
DEMOCRATIC PARTY OF DUVAL COUNTY,30.298141,-81.617492
JACKSON COUNTY PORT AUTHORITY PORT,30.364476,-88.569671
US GOVT NEXCOM,30.402392,-87.288459
SECRETARY OF STATE LEGAL DIVISION,30.413532,-91.0949
KEEP CALHOUN COUNTY BEAUTIFUL INC,30.44319,-85.042531
WBRP COUNCIL,30.460426,-91.210678
TATMAN GROUP LLC,30.51589,-91.080373
SAV-A-LIFE OF BALDWIN COUNTY,30.549513,-87.707492
CITY OF LEANDER,30.560009,-97.862446
GADSDEN COUNTY SCHOOLS,30.576669,-84.580953
SAN JACINTO COUNTY 911,30.588554,-95.111278
VICKERS QUINCY LLC,30.623791,-84.414207
WILLIAM S LOTT TRAINING FACILITY,30.642612,-97.669196
BRAZOS COUNTY JUSTICE OF THE PEACE PCT 4,30.673897,-96.370584
E911 BUSINESS OFFICE,30.674946,-85.212174
BURNET COUNTY DEMOCRATS,30.760127,-98.220136
BEAUREGARD PARISH OF,30.844695,-93.28907
CITY OF GRACEVILLE,30.943353,-85.500398
SEMINOLE FFA AG DEPARTMENT,31.022608,-84.880051
SAN SABA COUNTY INTERNET,31.195343,-98.717005
SOUTHERN ROOFING AUTHORITY LLC,31.199244,-83.220773
DOTHAN CHURCH,31.201928,-85.370621
MARION COUNTY CENTER,31.226843,-89.817708
CRIPPLED CHILDREN'S SERVICE,31.23014,-85.360566
COUNTY OF FALLS CLERKS OFFICE,31.306245,-96.898791
RAPIDES PARISH-CORONER'S ASSOCIATION,31.308716,-92.447176
MIDLAND CITY TOWN OF TOWN HALL,31.33494,-85.511331
JUSTICE OF THE PEACE - PRECINCT 3,31.486803,-100.46480
FIVE COUNTY CHILD DEVELOPMENT PROGRAM,31.491802,-89.739725
LIMESTONE COUNTY APPRAISAL,31.525938,-96.534448
MARINE CORPS RECRUITING,31.638229,-94.653985
ADULT OUTREACH,31.711124,-83.25387
DJJ BEN HILL,31.713455,-83.253977
ANDERSON COUNTY OUR PLACE,31.763733,-95.624121
RANDOLPH COUNTY,31.766618,-84.78691
DAWSON FORESTRY SERVICES,31.800165,-94.788794
BOSQUE COUNTY EMERGENCY MANGEMENT OFFICE,31.931271,-97.653202
JASPER COUNTY ELECTION COMMISSIONER,31.989146,-89.209877
MILLERS FERRY POWER HOUSE,31.998366,-87.351944
CITY OF MIDLAND,32.000117,-102.07533
NEW MEXICO MTD,32.06025,-106.60462
BVSHSSF SAVANNAH LLC,32.08441,-81.101111
DE LEONS MONITOR,32.109181,-98.536735
TOMBS COUNTY,32.129147,-82.330546
WHEELER COUNTY,32.143021,-82.82677
UNION SPRINGS BULLOCK COUNTY,32.146336,-85.720531
HENDERSON 911 COMMUNICATION,32.20404,-95.850639
ARIZONA STATE BUILDING MAINTENANCE,32.221572,-110.97669
PIMA COUNTY REGIONAL WASTEWATER RECLAMATION DEPT CUSTOMER SERVICE,32.224463,-110.97193
CITY OF LOG CABIN,32.226672,-96.021833
COUNTY OF HINDS PUBLIC WORKS,32.254636,-90.407567
PIMA COUNTY REPUBLICAN PARTY,32.264358,-110.94573
PURCHASING & TRAVEL OFFICE,32.289656,-90.184201
JOHNSON COUNTY SPECIAL UTILITY DISTRICT,32.307351,-97.365845
NEW MEXICO ENVIRONMENT DEPARTMENT - DISTRICT 3,32.310261,-106.75107
SCOTT COUNTY SCHOOL BUS GARAGE,32.361381,-89.437868
SCOTT COUNTY MIGRANT,32.362282,-89.474275
NEWTON COUNTY,32.364317,-89.018927
LAMP MAGNET H SCHOOL/GUIDENCE,32.365725,-86.323755
RETIREMENT SYSTEMS OF ALABAMA,32.374687,-86.298974
CAPITOL RESOURCES OF ALABAMA LLC,32.377882,-86.296032
MONTGOMERY COUNTY OF LUNCHROOM,32.381705,-86.294924
WEST TEXAS FAIR,32.43637,-99.69395
RUSSELL COUNTY CODE ENFORCEMENT,32.438749,-85.020046
AUTAUGA COUNTY SCHOOL HEALTH,32.462154,-86.469482
THE VILLAGE OF SIMMSBORO,32.534232,-92.789047
CITY OF BURLESON,32.541601,-97.343365
US GOVT - GSA - PBS,32.542328,-117.03621
CBX,32.548579,-116.97450
CITY OF MANSFIELD,32.554397,-97.11732
ELMORE COUNTY COMMISSION,32.562014,-86.193227
KAUFMAN COUNTY ANIMAL AWARENESS,32.581306,-96.265477
21ST CENTURY PARTNERSHIP,32.595264,-83.611252
DANA MCPHERSON,32.613792,-117.13352
WARNER ROBINS AIR LOGISTICS,32.614215,-83.56856
SAN DIEGO RECORDER COUNTY CLERK,32.631263,-117.07691
VAN ZANDT COUNTY LIVESTOCK AUCTION,32.633784,-96.022292
DONA ANA COUNTY,32.649775,-107.13923
HUMAN SERVICE DEPARTMENT,32.681483,-96.80378
MONGER CO,32.682732,-117.17882
MHMR-TARRENT COUNTY,32.686487,-97.324955
DONALD BOTTGER,32.710574,-117.16759
"SAN DIEGO, CITY OF",32.718259,-117.16334
SAN DIEGO COUNTY GENERAL SERVICE,32.722485,-117.17207
CITY OF SAN DIEGO,32.731089,-117.14874
SCREVEN COUNTY RECREATION DEPT,32.743851,-81.628687
TARRANT COUNTY,32.757455,-97.333129
US GOVT VA,32.762476,-97.068843
SDCERA - SAN DIEGO COUNTY EMPLOYEES RETIREMENT ASSOCIATION,32.777443,-117.13617
PUBLIC UTILITIES DEPARTMENT,32.779996,-117.03997
WORKFORCE INVESTMENT,32.784657,-91.889403
CHARLESTON COUNTY,32.793704,-79.953053
Massoud Moussighi,32.795927,-117.19393
MACON-BIBB COUNTY CONVENTION & VISITORS BUREAU INC,32.804382,-83.617554
DR PHILIP'S OFFICE,32.8172,-97.180586
DEPARTMENT-PUBLIC SAFETY,32.819654,-97.204402
COMPTROLLER OF PUBLIC ACCOUNTS,32.819706,-96.866901
GREENE COUNTY WATER AUTHORITY,32.832776,-87.881977
MOTOR VEHICLE TITLE & REGISTRATION,32.833441,-109.71026
"SAN DIEGO, COUNTY OF",32.835295,-117.12819
MACON-BIBB COUNTY INDUSTRIAL AUTHORITY,32.836853,-83.625065
COUNTY OF BIBB,32.853351,-83.613394
TARRANT COUNTY REAL ESTATE,32.862812,-97.238309
CITY OF HAWK COVE,32.885661,-96.08397
DISTRICT OFFICE,32.903308,-80.667393
CITY OF SAN DIEGO ENV SVCS DEPT,32.910644,-117.14153
SIKA CHEMICAL CORPORATION,32.931364,-96.829894
Denise Rideout,32.948198,-117.21434
JEFFERSON COUNTY SERVICES CENTER,33.02191,-82.405985
DENTON COUNTY FRESH WATER,33.0338,-96.8989
DONNA TROTTER,33.044803,-117.26732
BALDWIN COUNTY BOARD OF EDUCATION,33.101011,-83.225862
JUSTICE OF PEACE,33.188535,-102.82298
CITY OF ELEPHANT BUTTE,33.208962,-107.22120
COUNTY OF SAN DIEGO - ENVIRONMENTAL,33.236221,-117.02174
RYAN STEGE,33.253471,-96.812989
COURTNEY BARCLAY,33.265483,-116.38154
NGAP INC,33.29599,-117.22352
LINCOLN COUNTY PROBATION,33.318494,-105.63068
DELTA COUNTY APPRAISAL DISTRICT,33.374549,-95.699828
NEW MEXICO DEPARTMENT OF TRANSPORTATION,33.396458,-104.58837
ARIZONA DEPARTMENT OF CHILD SAFETY - SOUTH MOUNTAIN,33.405998,-111.99737
BI STATE JUSTICE CENTER,33.419241,-94.044559
BOWIE COUNTY,33.425161,-94.046963
MILLER COUNTY AUDITORS,33.425927,-94.038656
TALLADEGA COUNTY SHERIFFS INVESTIGATION,33.431886,-86.109607
CITY OF PHOENIX,33.446753,-111.98478
HENRY COUNTY CLERK OF SUPERIOR COURT,33.448264,-84.146709
NORWAY SENIOR CITIZENS,33.452015,-81.128611
FAYETTE COUNTY GA,33.455945,-84.409398
TRI COUNTY ELEC CO-OP INC,33.47516,-80.48648
RABUN COUNTY ATTORNEYS OFFICE,33.51578,-84.353317
EMERGENCY COUNTY JEFFERSON MGMT,33.519349,-86.810689
CLAYTON COUNTY HOUSING & COMMUNITY,33.521521,-84.353178
CLAYTON COUNTY RISK MANAGEMENT,33.522997,-84.35541
COLUMBIA COUNTY JAIL,33.535649,-82.306853
CITY OF TEMECULA,33.537153,-117.14791
CLARENDON COUNTY OFFICE N SANTEE,33.55156,-80.322756
CALVARY CHAPEL OF COSTA MESA,33.556718,-117.15727
CARROLLTON CITY-VOCATIONAL,33.567791,-85.078621
"ALISO VIEJO, CITY OF",33.56802,-117.72767
CARROLL COUNTY SCHOOLS MAINTENANCE,33.569543,-85.045035
CITY OF LUBBOCK,33.586788,-101.84585
CITY OF WILDOMAR,33.594102,-117.24125
NEWTON COUNTY BOARD OF COMMISSIONERS PERSONELL,33.597112,-83.860224
COUNTY OF CLAY PURCHASING DEPARTMENT,33.604823,-88.649237
ORANGE COUNTY ANNUAL EDITION,33.614541,-117.86958
CLAYTON COUNTY HEAD START,33.614696,-84.368355
LINCOLN COUNTY GOVERNMENT,33.643801,-105.87519
CITY OF SOCIAL CIRCLE,33.646624,-83.722517
DEKALB COUNTY BOARD-EDUCATION,33.660623,-84.198044
STEVE HOWLETT,33.677547,-116.29584
CLARENDON COUNTY DSN/HERIOT,33.690449,-80.209028
THE CITY OF INDIAN WELLS,33.723073,-116.33835
STS GROUPD INC,33.726448,-84.515255
ASSEMBLYMAN CHAD MAYES,33.741777,-116.41935
U S GENERAL SERVICES ADMINISTRATION,33.748244,-117.87050
BOARD OF SUPERVISOR FOR THE ORANGE COUNTY,33.750587,-117.87100
CONTRACTORS ASSISTANCE CENTER,33.752886,-116.05561
LISA THOMPSON,33.762246,-117.28305
CITY OF PERRIS,33.776006,-117.22151
GRENADA COUNTY FLOOD PLAIN,33.783665,-89.800891
"LOS ANGELES, COUNTY OF",33.786594,-118.29866
GREGORY WARREN,33.787688,-117.85034
DEKALB COUNTY BOARD OF EDUCATION,33.800512,-84.202574
AUTO REPUBLIC ORANGE,33.808706,-117.85443
L.A. COUNTY DEPT. OF P.W.,33.825288,-118.38755
EXAMINER OF PUBLIC ACCOUNTS,33.830432,-87.277591
"CARSON, CITY OF",33.832043,-118.26321
WHITE MOUNTAIN APACHE TRIBE,33.837956,-109.96842
ST CLAIR COUNTY OF JAIL,33.838419,-86.252913
TORRANCE CITY OF,33.845221,-118.34410
LA CNTY CDC DEV COMM,33.848663,-118.18206
PAULA BOUYOUNES,33.850091,-117.83148
CITY OF LILBURN,33.892222,-84.139636
"COMPTON, CITY OF",33.895613,-118.22451
COUNTY OF LOS ANGELES,33.895655,-118.23322
TEAM CORPORATION,33.901744,-117.49159
WALKER COUNTY CIVIL SERVICE,33.901993,-87.293888
WICHITA COUNTY ARCHIVES OFFICE,33.913438,-98.491439
"COUNTY OF RIVERSIDE, EDA",33.916671,-117.46103
MIKE CARPENTER JEFFREY BIBEN,33.916906,-118.26090
SUMTER COUNTY COURTHOUSE,33.920878,-80.34208
S C PUBLIC SERVICE AUTHORITY,33.925183,-81.248345
RIVERSIDE ALERT,33.926065,-117.41281
CITY OF LA DEPT OF GENERAL SVS,33.927821,-118.43326
SANITATION DISTRICTS OF L A COUNTY,33.944193,-118.16621
COBB COUNTY GOVERNMENT,33.949757,-84.544178
CLARKE COUNTY SCHOOL DISTRICT,33.951128,-83.389552
DEPARTMENT OF CORRECTIONS,33.95357,-118.25622
COBB COUNTY EMERGENCY MANAGEMENT,33.959123,-84.547881
VERONICA SANCHEZ,33.967232,-118.15024
LA COUNTY COUNTY,33.9685,-118.24286
LEXINGTON COUNTY RECREATION AND AGING COMMISSION,33.971786,-81.233904
CLARKE COUNTY SCHOOL DISTRICT PUPIL,33.979043,-83.402162
CORRECTIONS DEPARTMENT,33.995734,-117.34440
JAMES H LEE,33.99665,-118.26853
RIVERSIDE COUNTY,34.001922,-117.05856
CITY OF COMMERCE,34.003244,-118.15683
CITY OF LOS ANGELES,34.01979,-118.33458
"MALIBU, CITY OF",34.039685,-118.69348
US GOVT -GSA-SSA,34.04906,-118.25553
CITY ROOFERS,34.04955,-118.34441
LA COUNTY,34.051498,-118.1741
CITY OF DURANT,34.052843,-96.344136
US GOVT - GSA,34.05447,-118.23963
X. MENDEZ-PUBLIC WORKS SUPT,34.05713,-117.69803
LA COUNTY CIVIL SERVICE COMMISSION,34.05715,-118.24551
OFFICE OF FOREIGN MISSIONS-LOS ANGELES,34.058216,-118.44519
FEDERAL TRADE COMMISSION,34.059345,-118.44253
RICHLAND COUNTY RECREATION COMMISSION,34.062406,-81.124626
LOS ANGELES CITY,34.06723,-118.28951
ADS COURT FILING SERVICE,34.07628,-118.35545
EMMANUEL AMESI,34.095401,-118.32911
CHEROKEE WATER SEWER,34.096076,-84.448207
CHEROKEE COUNTY SCHOOLS,34.105259,-84.474089
JOE REILLY,34.11385,-117.69762
WINSTON COUNTY EMERGENCY MANAGEMENT,34.121765,-87.397809
SAN BERNARDINO COUNTY CHILD,34.12922,-117.29178
CITY OF GLENDALE-PUBLIC WORKS,34.133282,-118.26379
CHASITY PETERS,34.144344,-118.16434
WAYNE HUYNH,34.147561,-118.13042
KATHRYN BARGER FOR SUPERVISOR,34.150025,-118.07169
COUNTY OF SAN BERNARDINO FLEET MGMT,34.152438,-116.05475
CALPERS REGIONAL OFFICE,34.155581,-118.25924
FLORENCEHEATINGANDAIR.COM,34.165368,-79.837245
ABBEVILLE DMV,34.168356,-82.408253
CITY 1 BUYERS,34.169706,-118.32354
HALE COUNTY JUVENILE PROGRAM,34.169757,-101.73385
MORONGO BASIN TRANSIT AUTHORITY,34.175713,-116.26841
FLORENCE COUNTY RECYCLE CENTER,34.191061,-79.704578
COAHOMA COUNTY SWCD,34.20051,-90.549017
FORSYTH COUNTY CLERK OF COURTS,34.206429,-84.138522
CITY OF BUBRANK,34.208495,-118.30115
"CAMARILLO, CITY OF",34.213301,-119.04119
PINE BLUFF JEFFERSON COUNTY,34.221538,-92.013474
TONY DOMINGUEZ,34.221672,-119.04061
FORSYTH COUNTY FOOD CENTER,34.232013,-84.122718
GILA COUNTY RECORDER'S OFFICE,34.23202,-111.32587
BIG BEAR MUNICIPAL WATER DIST,34.242743,-116.91775
ARC OF VENTURA COUNTY,34.25934,-119.22204
COUNTY OF VENTURA,34.266402,-118.89850
MARSHALL COUNTY DOMESTIC VIOLENCE PROJECT CRISIS L,34.268964,-86.210303
ARC VENTURA COUNTY,34.272722,-119.26575
ROBERT SERRATO,34.275245,-119.28060
MARSHALL COUNTY CHILD NUTRI,34.305366,-86.287334
SOUTH CAROLINA FORESTRY COMMISSION,34.306879,-80.926792
RURAL DEVELOPMENT/RURAL DEVELOPMENT,34.353191,-96.150087
CURRY COUNTY CLERK,34.402004,-103.20259
EASTERN NM RURAL WATER AUTHORITY,34.422779,-103.19567
SANTA BARBARA MTD,34.423153,-119.68992
SANTA BARBARA COUNTY BUILDING,34.425207,-119.70324
COUNTY OF SAN BERNARDINO,34.441783,-117.28151
US GOVT NAVY,34.474655,-114.32536
Summerville Utility Billing,34.48012,-85.349987
GARLAND COUNTY,34.504763,-93.058668
US DEPARTMENT OF AGRICULTURE ASCOG,34.507231,-98.00027
SAN BERNARDINO COUNTY FIRE DEPT - H,34.555937,-117.40073
NATIONAL PARK SERVICES,34.561732,-111.85309
HABERSHAM PLANNING DEPARTMENT,34.615234,-83.527597
TATE COUNTY 911 ADMINISTRATOR,34.621336,-89.930083
CAPE CARTERET ABC STORE,34.69056,-77.0682
EUGENE MAC ISAAC,34.70355,-118.14915
HONORABLE JERRY DAY,34.703835,-85.281949
THRASHER CAFETERIA,34.718767,-88.534622
CHESTERFIELD COUNTY CONVENIENCE,34.720193,-80.092618
ENVECTO,34.745525,-76.829284
BUSINESS AND COMMERICAL SERVICES - CORPORATE RECORDS,34.745822,-92.286603
HEART OF ARKANSAS TRAVEL ASSOCIATION,34.747946,-92.270353
SCOTLAND COUNTY,34.796929,-79.475606
POOL CITY,34.798964,-84.955724
LIMESTONE COUNTY,34.802211,-86.971099
USDA GREENVILLE SERVICE CENTER,34.841553,-82.403883
JANKEL TACTICAL SYSTEMS LLC,34.905575,-82.106341
DAVID RODEN,34.917219,-117.01244
GUADALUPE COUNTY CLERK,34.940453,-104.69962
CORINTH CITY ANIMAL CONTROL,34.945389,-88.530708
USDA FOREST SERVICE,34.971704,-120.42225
SOUTHVIEW HIGH CAFETERIA,34.979028,-78.927799
VAN METER JONATHAN,34.98596,-79.058733
NORTHERN BUREAU,35.012932,-82.278011
DUPLIN COUNTY FIRE & RESCUE NON-EMERGENCY,35.015157,-77.896863
SCHOOLS CHEROKEE COUNTY,35.049699,-81.575448
CHEROKEE COUNTY DISABILITIES,35.052177,-81.642848
THOMAS OF BLACKSBURG LLC,35.058089,-81.641105
CUMBERLAND COUNTY ABC STORE,35.063501,-79.016558
CUMBERLAND COUNTY,35.078105,-78.94646
STALLION SPRINGS CSD,35.082434,-118.63755
COUNTY OF BERNALILLO COUNTY CLERK,35.087627,-106.65166
Cumberland County ABC Store,35.09725,-78.876817
BELA HARRINGTON,35.108098,-106.65550
CRAVEN COUNTY BUILDING INSPECTIONS,35.123222,-77.083772
LYN BEURMANN,35.124125,-117.95970
LIZ MILLS LTD INC,35.132698,-80.763856
WEST SIDE REC & PARK DISTRICT,35.144939,-119.46378
LEWIS SENIOR CENTER,35.154792,-90.01916
GENERAL SERVICES ADMINISTRATION,35.154956,-90.046989
MARINE CORPS RECRUITING STATION CHARLOTTE,35.166047,-80.84999
CUMBERLAND COUNTY SCH CAFETERIA,35.168682,-78.96552
SPRING LAKE FAMILY RESOURCE,35.181053,-78.985923
COCONINO COUNTY DEMOCRATIC PARTY,35.196493,-111.64827
GILES COUNTY ATTORNEYS OFFICE,35.198847,-87.032387
ABLE COMMUNITY BASED SERVICE,35.224145,-97.442139
INTEGRATED WASTE MANAGEMENT AUTHORITY,35.253774,-120.66544
CLEVELAND COUNTY SCHOOL C STOP,35.260817,-81.501985
COUNTY OF SAN LUIS OBISPO,35.282091,-120.66007
CITY OF PARIS,35.292903,-93.728187
R A D D INC,35.319066,-77.595034
MOORE COUNTY ABC BOARD,35.343859,-79.393785
GRUNDY COUNTY HIGH SCHOOL MAINTENANCE,35.351615,-85.70031
KERN COUNTY CLERK,35.373066,-119.01470
KERN COUNTY GENERAL SERVICE DIVISION,35.374216,-118.99538
WAYNE COUNTY SHERIFF'S OFFICE,35.381048,-77.994425
KERN COUNTY WATER AGENCY CROSS,35.398716,-119.03710
LEE COUNTY,35.399899,-78.815262
COUNTY COURT CLERK,35.428967,-85.721736
JOHN CROMPTON,35.438411,-79.191797
CHESTER COUNTY 911,35.440268,-88.641283
WIC PROGRAM,35.440767,-97.400496
MADISON COUNTY COMMUNITY,35.441446,-88.632029
NORTH CAROLINA STATE,35.444019,-80.612899
MC KINLEY COUNTY GOV ROAD DEPARTMENT,35.520294,-108.77378
ACCO SELF INSURED GROUP,35.522776,-97.504793
MCKINLEY COUNTY METROPOLITAN DISPATCH AUTHORITY,35.524601,-108.70701
FLOYDS BOYS LLC,35.547869,-78.755545
SYSTEMS APPLICATION & TECHNOLOGIES INC,35.610331,-117.64900
BLEDSOE COUNTY 911 DISTRICT,35.61415,-85.19406
BKM GROUP,35.658287,-97.481224
ROGER OXBORROW,35.673168,-120.63846
HOPE CENTER OF WARREN COUNTY,35.681,-85.774968
SOCIAL SERVICES CATAWBA COUNTY,35.712425,-81.272496
CHATHAM COUNTY RECYCLING CENTER,35.71745,-79.166456
FAMILY VESITATON SERVICE,35.7215,-79.177959
INDEPENDENCE COUNTY SHERIFF DEPARTMENT,35.762164,-91.638049
N C STATE RECORDS CENTER,35.78266,-78.637872
ARCHIVES & HISTORY ARCHAEOLOGY,35.785492,-78.636631
FEDERAL SURPLUS PROPERTY,35.788803,-78.735386
DITCO,35.817709,-78.605204
MARTIN COUNTY,35.821205,-77.102193
INTERNATIONAL AFFAIRS COUNCIL,35.822267,-78.630684
MORRISVILLE,35.822843,-78.829127
LEGISLATIVE AUDIT DIVISION,35.830541,-90.703915
DEKALB CO OF LANDFILL TRASH,35.842633,-85.689973
MOORE COUNTY CLERK ELECTIONS,35.866112,-101.97005
DEWEY COUNTY BARN,35.868275,-99.344373
WILSON R B MEDICAL CENTER,35.985967,-88.433709
DURHAM COUNTY INFORMATION TECHNOLOGY DEPT,35.993722,-78.899539
DURHAM COUNTY BAR ASSOCIATION,35.99924,-78.897944
COOPERATIVE EXTENSION SERVICE,36.004491,-78.90201
NEWTON COUNTY HEALTH UNIT,36.006044,-93.193054
JEFFERSON COUNTY,36.016856,-83.411064
RADNOR LAKE-ASST CHIEF RANGER,36.057734,-86.7937
HILLSBOROUGH ORANGE COUNTY CHAMBER OF COMMERCE,36.07732,-79.099218
HONORABLE CATHARINE CARRUTHERS,36.092857,-80.244567
ANDERSON COUNTY CIVIL PROCESS,36.09973,-84.134329
ANDERSON COUNTY GOVERNMENT,36.10036,-84.133866
UNICOI COUNTY CIVIL DEFENSE,36.145265,-82.41631
TULSA COUNTY,36.149605,-95.993887
DAVIDSON COUNTY CODES ADMIN,36.154243,-86.770028
US DRUG ENFORCEMENT ADMINISTRATION,36.166578,-115.15055
PROCUREMENT OUTREACH PROGRAM,36.181034,-115.13414
CITY OF LINDSAY,36.206128,-119.09493
RESCUE 10,36.224925,-82.631504
ELKIN RECYCLING CENTER,36.267385,-80.817654
HIGHWAY DEPARTMENT,36.268463,-93.148967
SMITH COUNTY HIGHWAY 25 CONVENIENCE,36.271697,-85.970998
NETTN TDOT CHEATHAM CO MTCE OFFICE,36.283301,-87.073825
CAMPBELL COUNTY,36.307449,-84.15575
GRANVILLE REGISTER OF DEEDS,36.311384,-78.588398
HALIFAX COUNTY FAMILY & CHILDREN,36.33719,-77.629192
CATAWBA COUNTY ABC BOARD STADIUM,36.381816,-90.188234
TENNESSEE STATE GOVERNMENT,36.405318,-84.535202
CLERK & MASTER'S FAX,36.40681,-83.006664
STOKES SOIL AND WATER CONSERVATION DISTRICT,36.409838,-80.20559
KAWEAH REGIONAL OFFICE,36.46487,-118.86197
UNIVERSITY OF TENNESSEE-AGRICULTURE EXTENSION SERV,36.509525,-86.884342
USO CENTER FT CAMPBELL,36.546093,-87.421886
REEDLEY COLLEGE,36.604518,-119.45818
CIRCUIT CLERK,36.605575,-92.415322
BERNIE SEWER,36.67072,-89.996555
SOUTHAMPTON COUNTY FAIR,36.682635,-76.942233
VITA-COMMONWEALTH OF VA,36.690544,-79.870343
CITY OF MARTINSVILLE,36.691014,-79.874987
TERESA PRICE,36.716082,-81.887308
MATTHIAS BIER-STANBERRY,36.726107,-119.74615
MONTEREY COUNTY,36.732212,-121.59721
FRESNO RISK MANAGEMENT,36.739758,-119.78478
FRESNO COUNTY EOC TRANSITIONAL LIVING CENTER 3,36.74386,-119.79762
KENTUCKY DIVISION OF DRIVER LICENSING SCOTTSVILLE,36.753562,-86.191589
KENTUCKY CONSULAR CENTER,36.791036,-84.166673
COUNTY EXPRESS INFORMATION & SCHEDULING,36.852352,-121.40535
CITY OF FIREBAUGH,36.859916,-120.45475
KENTUCKY DIVISION OF DRIVER LICENSING CADIZ DRIVER,36.860915,-87.838824
SIKESTON REGIONAL CENTER-DISABLED,36.890902,-89.580074
FLOYD CO REASSESSMENT OFC,36.895714,-80.327524
