a_uuid,website,category,name,latitude,longitude
f5d794b6-62e1-4f83-b254-465727b048f1,foodforthepoor.org,Emergency and other relief services,"FOOD FOR THE POOR, INC.",26.308099,-80.187301
f3d9e8b6-516d-4aad-b6b5-dd6986ad93b9,nationalwildlandfire.com,Emergency and other relief services,"NATIONAL WILDLAND FIRE, LLC",37.295804,-107.863496
5b48712c-96eb-408d-b4e6-0bfb7d47279b,deltafas.com,Emergency and other relief services,DELTA FIRE & SAFETY INC.,29.99132,-93.95851
3bbf5182-50e8-4c96-8ccd-d2cca24e2fea,deltafas.com,Emergency and other relief services,DELTA FIRE & SAFETY INC.,29.956407,-93.959531
5b48712c-96eb-408d-b4e6-0bfb7d47279b,deltaiss.com,Emergency and other relief services,DELTA FIRE & SAFETY INC.,29.99132,-93.95851
3bbf5182-50e8-4c96-8ccd-d2cca24e2fea,deltaiss.com,Emergency and other relief services,DELTA FIRE & SAFETY INC.,29.956407,-93.959531
3905f2f6-cadd-45ff-8d79-e286e6acf427,one-stepforward.net,Emergency and other relief services,ONE STEP FORWARD INC,38.552846,-77.337956
88235030-a21e-454c-9e47-f1234afe0b28,wavesforwater.org,Emergency and other relief services,WAVES FOR WATER INC,34.031374,-118.509348
ab9a4b33-980d-4285-8221-4ce56f337cd4,thesfi.org,Emergency and other relief services,SISKIYOU FIELD INSTITUTE,42.265435,-123.551451
9d70f6f2-ae06-41bd-bcf9-054ede66d972,thesfi.org,Emergency and other relief services,SISKIYOU FIELD INSTITUTE,42.277951,-123.645661
547a6356-fbea-440e-8818-068576c5ad6d,fsinorth.com,Emergency and other relief services,FIRE SAFETY INTERNATIONAL INC.TM,41.496113,-82.07523
9909ad90-68ab-4bb2-bc4f-cbbd147210d4,woodstoves.net,Emergency and other relief services,WILDLAND FIREFIGHTERS.COM LLC,48.202765,-114.303919
03c43eae-2953-4a4e-a86f-fc3400b78b32,woodstoves.net,Emergency and other relief services,WILDLAND FIREFIGHTERS.COM LLC,48.188556,-114.380718
9909ad90-68ab-4bb2-bc4f-cbbd147210d4,wildfirefighters.com,Emergency and other relief services,WILDLAND FIREFIGHTERS.COM LLC,48.202765,-114.303919
03c43eae-2953-4a4e-a86f-fc3400b78b32,wildfirefighters.com,Emergency and other relief services,WILDLAND FIREFIGHTERS.COM LLC,48.188556,-114.380718
b255d709-6894-4a20-a6e6-c8c7c50b913d,topflighttreeservice.com,Emergency and other relief services,TOP FLIGHT MOWING INC,34.79831,-77.38233
101e7b90-e11d-408e-b532-81cbb412b850,topflighttreeservice.com,Emergency and other relief services,TOP FLIGHT MOWING INC,30.567827,-87.314174
5a67caf2-62dd-4054-a2a5-e32576d3f740,midwestbedbugservices.com,Emergency and other relief services,NATIONAL FLOOD RESTORATION,39.163446,-94.260247
9a164072-5e1a-4024-92bf-56f76b0cf165,msfloodprevention.com,Emergency and other relief services,(M.S.F.P) M.S. FLOOD PREVENTION LLC,40.752695,-73.869204
6342f97c-d96b-43ad-9da4-6bf0d092a953,ownerfinancellc.com,Emergency and other relief services,OWNER FINANCE LLC,28.481393,-81.765957
bdb125ff-b658-41e5-b39f-30ca68803324,ownerfinancellc.com,Emergency and other relief services,OWNER FINANCE LLC,28.576754,-81.886906
234bfa5a-bbe8-48db-9c53-2b6937e35f55,rocketrestrooms.com,Emergency and other relief services,ROCKET RESTROOMS & FENCING INC,38.508839,-121.344772
990d60cf-06a6-4287-b128-138f1719a30c,rocketrestrooms.com,Emergency and other relief services,ROCKET RESTROOMS & FENCING INC,38.546271,-121.270597
ac080eda-6064-4340-bda8-6332c311445a,fargonlc.org,Emergency and other relief services,FARGO UNION MISSION,46.927094,-96.834703
d95ced4a-b3f1-4699-882d-e4428bb8bcbd,fargonlc.org,Emergency and other relief services,FARGO UNION MISSION,46.879228,-96.811575
e9f2ba68-f03c-415c-9ff8-6b36b3bdb7d4,standffov.org,Emergency and other relief services,STAND! FOR FAMILIES FREE OF VIOLENCE,37.953672,-122.022872
d8706652-9be5-4fa6-9909-90d2c14c3d19,standffov.org,Emergency and other relief services,STAND! FOR FAMILIES FREE OF VIOLENCE,37.9689,-122.049096
e380a960-f9eb-4b84-aaf5-aaf20d3b17ee,standffov.org,Emergency and other relief services,STAND! FOR FAMILIES FREE OF VIOLENCE,37.96947,-122.049409
4a41d7bd-ab6f-4036-8505-70b01368fee1,standffov.org,Emergency and other relief services,STAND! FOR FAMILIES FREE OF VIOLENCE,37.96947,-122.049409
e0a70f19-9a48-4810-b646-0ddd24bc0b8e,standffov.org,Emergency and other relief services,STAND! FOR FAMILIES FREE OF VIOLENCE,37.96947,-122.049409
2aea6faa-a906-4822-ad9c-34b18a28f9fe,hoflove.com,Emergency and other relief services,HEARTS OF FAITH MINISTRY,32.8172,-97.180586
d14753de-34ef-4122-a5d5-e0a01ee418a5,hoflove.com,Emergency and other relief services,HEARTS OF FAITH MINISTRY,32.786085,-97.383859
52a28742-c97e-4562-a3f8-d9b92b37601c,fmsnj.com,Emergency and other relief services,FACILITY MANAGEMENT SERVICES LLC,40.559847,-74.286149
96e739cc-02cb-4047-81e4-0c45a6ac49fb,madisonfx.com,Emergency and other relief services,MADISON EXTINGUISHER SERVICE LLC,43.15389,-89.099211
8672b720-1343-42e0-8b76-b57c172c67de,johnson-schock.com,Emergency and other relief services,"JOHNSON & SCHOCK EXCAVATING, LLC",46.878271,-96.924057
f5ffb14e-5723-4f0e-b45b-f2172970bb47,exterionllc.com,Emergency and other relief services,EXTERION LLC,41.007196,-73.787388
eb495ec2-fa6d-4bf1-9683-539dfb53ed1e,exodusrefugee.org,Emergency and other relief services,"EXODUS REFUGEE IMMIGRATION, INC",39.767145,-86.119668
748b492c-cf93-4f4a-b0af-702128654101,exodusrefugee.org,Emergency and other relief services,"EXODUS REFUGEE IMMIGRATION, INC",39.767145,-86.119668
8c977bb2-9296-4fae-99bd-02dcb13f749d,exodusrefugee.org,Emergency and other relief services,"EXODUS REFUGEE IMMIGRATION, INC",39.767145,-86.119668
1a750f66-418d-4ba4-90b6-32ad30e5c1bf,patrioticexcursions.com,Emergency and other relief services,Patriotic Excursions LLC,36.907644,-76.065276
e566260a-ee14-4e18-90a6-e47b711d557d,evesplace.org,Emergency and other relief services,"EVE'S PLACE, INC.",33.606131,-112.284114
163f7351-252f-4133-8cfc-063bf7b75337,evesplace.org,Emergency and other relief services,"EVE'S PLACE, INC.",33.564318,-112.287646
9284edb3-57f4-4907-8b4a-560a7f0fdfb6,exlog-global.com,Emergency and other relief services,EXLOG GLOBAL LLC,30.253011,-81.40257
d0c1d61f-a6d8-40b0-b339-32389b63664d,exeternh.gov,Emergency and other relief services,"EXETER, TOWN OF",42.980761,-70.946055
17e9b1eb-9c59-4042-a9e3-4e71946bc003,voeinc.org,Emergency and other relief services,VIRTUOUS WOMEN OF EXCELLENCE INC,33.602878,-84.274974
1a4b847f-d08b-487a-b622-176db3c64e0f,rentalworld.com,Emergency and other relief services,PREMIER TENTS & EVENTS,27.700833,-97.416782
1d8ebb01-9e08-4109-b145-7a401d615814,espadaservices.com,Emergency and other relief services,"ESPADA PERSONNEL MANAGEMENT, LLC",29.538867,-98.48776
72dba1d1-0143-485b-ada0-4e30dd977edc,espadaservices.com,Emergency and other relief services,"ESPADA PERSONNEL MANAGEMENT, LLC",29.538867,-98.48776
5a82b437-b24f-43a7-90fe-a357fe3e2ae8,simonsequipment.com,Emergency and other relief services,SIMONS EQUIPMENT LLC,42.459141,-123.173789
355a154e-cefe-485e-ac2d-1a2c72090318,equiproject.org,Emergency and other relief services,"EQUIPROJECT, INC., THE",30.362542,-91.056177
14fe8292-e75f-4770-8a83-f830513e9fda,safesideglobal.com,Emergency and other relief services,SAFESIDE ENTERPRISES LLC,30.379367,-83.348823
6fa13f10-96e5-4b37-81f4-6e416336352f,veteranenterprisesltd.com,Emergency and other relief services,"VETERAN ENTERPRISES, LTD. INC",44.050687,-94.418111
c53ac765-1a24-447a-b4b8-4c4781a683ea,topacenterprises.com,Emergency and other relief services,TOPAC ENTERPRISES LLC,30.285226,-81.619671
cd793812-dce5-4bc0-a445-9485a8f7f783,emsinnovations.com,Emergency and other relief services,EMS INNOVATIONS INC.,39.107424,-76.493852
96599782-c1b0-4c65-a999-ecc83e614fe4,emsinnovations.com,Emergency and other relief services,EMS INNOVATIONS INC.,39.107424,-76.493852
ee660675-d849-442d-af99-a2c466a72791,emsinnovations.com,Emergency and other relief services,EMS INNOVATIONS INC.,39.121745,-76.4953
d86b74ad-eb00-407b-8387-1efee166bfd6,primeemergencyservices.com,Emergency and other relief services,"PRIME EMERGENCY SERVICES, LLC",33.825353,-117.253099
d86b74ad-eb00-407b-8387-1efee166bfd6,michelles.org,Emergency and other relief services,"PRIME EMERGENCY SERVICES, LLC",33.825353,-117.253099
57c31e48-7d7f-46b5-b659-2367f883ceba,northern.vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",37.414543,-79.170219
cc6cd794-e920-4ae2-98f1-796155cc85df,northern.vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",38.803519,-77.603478
5688936d-1cc5-44f1-b7f2-ad3d0706a41b,northern.vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",38.803519,-77.603478
57c31e48-7d7f-46b5-b659-2367f883ceba,vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",37.414543,-79.170219
cc6cd794-e920-4ae2-98f1-796155cc85df,vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",38.803519,-77.603478
5688936d-1cc5-44f1-b7f2-ad3d0706a41b,vaems.org,Emergency and other relief services,"NORTHERN VIRGINIA EMERGENCY MEDICAL SERVICES COUNCIL, INC.",38.803519,-77.603478
d00f6ab9-2424-4afc-a6ae-ccb676a1139a,emergencylandingpad.com,Emergency and other relief services,"EMERGENCY LANDING PAD, LLC",29.246186,-82.091169
7c5b54ad-6c49-426c-a55c-53bf8d2e4eea,emergencylandingpad.com,Emergency and other relief services,"EMERGENCY LANDING PAD, LLC",30.462301,-87.165717
6397358e-1fc9-43d9-976a-b403924c6b8b,4intents.com,Emergency and other relief services,INTENTS EMERGENCY RESPONSE LLC,37.972417,-120.331045
b80d125c-144d-4d41-8232-a0ddb44d742c,4intents.com,Emergency and other relief services,INTENTS EMERGENCY RESPONSE LLC,36.62472,-121.64648
8bb6a0a5-aa63-4114-b975-e4d857b44571,globalemergencygroup.com,Emergency and other relief services,"Global Emergency Group, LLC",39.184705,-78.163408
51eb24be-8521-42c3-b028-3a457b5dc3a5,emergencyenv.com,Emergency and other relief services,EMERGENCY ENVIRONMENTAL SERVICES,33.381101,-111.818652
2d3a1c80-7940-460a-bfb1-54b1ea7e2497,elitedisasterconsulting.com,Emergency and other relief services,"ELITE GROUP, INC., THE",35.179589,-80.64729
7da29133-cfc7-4b93-8018-2ea392afaa5b,elitedisasterconsulting.com,Emergency and other relief services,"ELITE GROUP, INC., THE",35.1853,-80.678942
c12a61de-20dc-450e-b6c3-6d14a6d87345,sawnee.com,Emergency and other relief services,SAWNEE ELECTRIC MEMBERSHIP CORPORATION,34.191762,-84.136624
d6bce3f0-1b9f-4c82-ab31-8da66162263c,hghlndrim.org,Emergency and other relief services,HIGHLAND RIM ECONOMIC CORPORATION,36.318794,-87.70317
b1a1b127-836a-441d-a187-7bccef9f4e54,eaglewingsinc.com,Emergency and other relief services,EAGLE WINGS INC,43.554287,-118.874273
0e7cd009-6dc0-42f1-b1f7-82c1c5f8f68c,edwardsmhs.com,Emergency and other relief services,"EDWARDS MANUFACTURED HOME SERVICE, LLC",34.613331,-112.333357
75dd5ac0-956f-4a26-b858-b32a6614def8,wallswelldrilling.com,Emergency and other relief services,"MCCORKLE WELL DRILLING, INC.",31.968395,-83.978975
e4a7c18a-fb7c-45ff-bfb4-fe60e6ec4cb8,wallswelldrilling.com,Emergency and other relief services,"MCCORKLE WELL DRILLING, INC.",31.921083,-83.936104
fda79b15-74dc-40f5-a05e-632ace4c1bcb,dutchworksllc.com,Emergency and other relief services,"DUTCH WORKS, LLC",33.494659,-112.349167
aaccea02-3331-4c70-8cae-adf9459ccfae,drythetears.com,Emergency and other relief services,DRY THE TEARS INC,40.766249,-82.513711
c544bfbb-9ff5-45a5-9f3a-88520772789a,transitionsdmc.org,Emergency and other relief services,TRANSITIONS DMC INC.,40.803736,-91.102506
388b2a1d-8f17-42fd-bd99-8f2e7c9b806e,superiorambulance.com,Emergency and other relief services,"DMCARE EXPRESS, INC.",41.918653,-87.951618
45050a94-72d8-414a-936b-313a02d7f5e1,superiorambulance.com,Emergency and other relief services,"DMCARE EXPRESS, INC.",42.378395,-83.029772
388b2a1d-8f17-42fd-bd99-8f2e7c9b806e,dmcareexpress.org,Emergency and other relief services,"DMCARE EXPRESS, INC.",41.918653,-87.951618
45050a94-72d8-414a-936b-313a02d7f5e1,dmcareexpress.org,Emergency and other relief services,"DMCARE EXPRESS, INC.",42.378395,-83.029772
209df2e6-f74c-409d-aa2a-82913b4fcbc2,dobermanemg.com,Emergency and other relief services,DOBERMAN EMERGENCY MANAGEMENT GROUP LLC,38.690054,-121.247388
4eccb9e6-9bdc-4bfa-98f0-7ce56bd86133,tabularasadv.org,Emergency and other relief services,"TABULA RASA DOMESTIC VIOLENCE, INC.",38.949319,-76.830275
828e36f7-01f2-4a5e-96f6-dd54c81fa4c6,disastersolutions.cc,Emergency and other relief services,"DISASTER SOLUTIONS, LLC",26.726049,-80.055153
402d4f42-530e-40f6-a1af-9c68d0abac0f,disastersolutions.cc,Emergency and other relief services,"DISASTER SOLUTIONS, LLC",26.670055,-80.16807
66774f7a-4318-4754-b727-86a0e94e1a47,therancogroup.com,Emergency and other relief services,"RANCO DISASTER SERVICES, LLC",32.440772,-81.850108
e5389bf2-35be-4952-8f2a-50b994c6a170,peak.org,Emergency and other relief services,OREGON DISASTER MEDICAL TEAM,44.676594,-123.158923
e5389bf2-35be-4952-8f2a-50b994c6a170,odmt.org,Emergency and other relief services,OREGON DISASTER MEDICAL TEAM,44.676594,-123.158923
b7762651-fef5-4e03-b237-691d86e1668e,livebeyond.org,Emergency and other relief services,"MOBILE MEDICAL DISASTER RELIEF, INC.",32.788571,-97.039917
082a7c77-e88f-4754-a531-8fb39d5eb399,mdrveteransoutreach.org,Emergency and other relief services,MASONIC DISASTER RELIEF INC,26.435997,-81.816598
082a7c77-e88f-4754-a531-8fb39d5eb399,mdrdisasterrelief.org,Emergency and other relief services,MASONIC DISASTER RELIEF INC,26.435997,-81.816598
84f4a91b-8683-44b6-acea-2644644d258d,idrpr.com,Emergency and other relief services,IN-LINE DISASTER RECOVERY LLC,18.44553,-66.490268
ced019df-ac9d-4ba2-b105-f5e1865122a1,darientel.net,Emergency and other relief services,R & D KEHLE EXCAVATING CORPORATION,31.376686,-81.434376
cebbd812-26eb-4704-a4e8-3e5eaae2e9e1,darientel.net,Emergency and other relief services,R & D KEHLE EXCAVATING CORPORATION,31.611555,-81.405534
085de5f4-174e-4b92-91df-6eb94efcdf8a,eloquenthomedesigns.com,Emergency and other relief services,ELOQUENT HOME DESIGNS INC,27.945614,-82.534731
6440d437-895f-40e5-8bbf-8914aaf89ba9,dellamuraholdings.com,Emergency and other relief services,DELLAMURA HOLDINGS LLC,38.875036,-77.008396
bbdf2848-1824-47bf-ba5c-cf191971c2d4,redllc.us,Emergency and other relief services,RAPID EMERGENCY DEPLOYMENT LLC,26.091542,-80.36776
877788cf-4a16-44c1-94b9-acd1e1ab530f,iphd.org,Emergency and other relief services,INTERNATIONAL PARTNERSHIP FOR HUMAN DEVELOPMENT,39.035466,-77.362442
bbfb4082-5961-4236-af15-6cd062f31fb3,iphd.org,Emergency and other relief services,INTERNATIONAL PARTNERSHIP FOR HUMAN DEVELOPMENT,39.139421,-77.715797
1cccbda4-1016-4850-b891-c716e8d106e1,paladindcs.com,Emergency and other relief services,PALADIN DCS LLC,33.016442,-97.197273
1cb5c83f-1ad8-4ee9-95ac-ada276c98dba,debristech.com,Emergency and other relief services,"DEBRISTECH, LLC",41.588011,-93.611648
668da81b-8b3a-4192-a3ec-26e1e8064d9c,debristech.com,Emergency and other relief services,"DEBRISTECH, LLC",30.530568,-89.688846
c096cb3d-a558-4545-b4a9-4db73dc01ba0,debristech.com,Emergency and other relief services,"DEBRISTECH, LLC",30.530568,-89.688846
37f8fb7c-ac5e-4c5c-894e-03c22dcf30bb,gwtc.net,Emergency and other relief services,MARTIN VOLUNTEER FIRE DEPARTMENT,43.172125,-101.728171
52be7208-84b8-417e-ba71-643aa166a0b2,studebaker.group,Emergency and other relief services,"STUDEBAKER DEFENSE GROUP, LLC",32.531954,-84.886683
cd520001-6411-4ab4-9f74-c90655b8f387,svdpdisaster.org,Emergency and other relief services,DISASTER SERVICES CORPORATION - SOCIETY OF ST. VINCENT DE PAUL USA,32.860669,-96.939579
3499cc19-4a2f-46ca-97f6-85381bf97ad3,svdpdisaster.org,Emergency and other relief services,DISASTER SERVICES CORPORATION - SOCIETY OF ST. VINCENT DE PAUL USA,38.299885,-77.457394
e36b7a32-0a25-4474-b75d-ac20b26224f9,svdpdisaster.org,Emergency and other relief services,DISASTER SERVICES CORPORATION - SOCIETY OF ST. VINCENT DE PAUL USA,41.877949,-87.629563
204ea818-0bea-494a-b2a0-388c8475696d,svdpdisaster.org,Emergency and other relief services,DISASTER SERVICES CORPORATION - SOCIETY OF ST. VINCENT DE PAUL USA,32.86102,-96.940262
e3f1f2cb-d981-49ec-a1b1-2fdc9a02ed96,svdpdisaster.org,Emergency and other relief services,DISASTER SERVICES CORPORATION - SOCIETY OF ST. VINCENT DE PAUL USA,38.299885,-77.457394
94e386b0-e76f-4d7c-b0b1-c9d41577723b,dadsra.com,Emergency and other relief services,"DADSRA INNOVATIVE SOLUTIONS, LLC",38.997959,-77.030693
ac2ef367-02c9-4831-9c29-41f6fedf6045,criticalmomentnpo.org,Emergency and other relief services,CRITICAL MOMENT,40.651306,-111.957568
1195516e-8d22-498e-92b2-1a3694318e61,crowdergulf.com,Emergency and other relief services,"CROWDERGULF, LLC",30.701142,-88.103184
0930aadf-7689-4ab6-b007-31de2fed0174,crowdergulf.com,Emergency and other relief services,"CROWDERGULF, LLC",30.577906,-88.163804
eeddd594-8bb4-423f-8fac-0161ec0bfb8a,servicemasterbycr.com,Emergency and other relief services,CROSSROADS RESTORATION SERVICES LLC,39.937843,-85.933504
0506c670-581f-4695-844d-b175ac94f344,gbta.net,Emergency and other relief services,COUNTY OF STAFFORD,38.002143,-98.750601
4aee7434-be09-467b-b51c-4b73ce44c9d9,shelbycoky.com,Emergency and other relief services,"SHELBY, COUNTY OF",38.211262,-85.215946
865d5aa7-f6df-469d-b9ea-041cdaf3150a,hcrn.info,Emergency and other relief services,HOPE CRISIS RESPONSE NETWORK INC,38.75565,-122.62835
ab00b773-b1c1-419a-9878-4bbe9829e93b,hcrn.info,Emergency and other relief services,HOPE CRISIS RESPONSE NETWORK INC,38.745945,-122.62496
7fa8d699-d2a0-4624-a0f1-33f6bc2c65cf,sweetscdsolutions.com,Emergency and other relief services,"SWEETS: CRISIS & DISASTER SOLUTIONS, LLC",28.492867,-81.49933
c29d8d8b-dd55-4f98-b393-77411434fd88,visible-good.com,Emergency and other relief services,"CRICKET SYSTEM INCORPORATED,THE",42.796172,-70.883845
498e65b8-a56d-4b54-9156-2afb4a1e1e83,visible-good.com,Emergency and other relief services,"CRICKET SYSTEM INCORPORATED,THE",42.809612,-70.870162
2cadcb2c-fae4-46d4-9cc5-0945edcf4eba,visible-good.com,Emergency and other relief services,"CRICKET SYSTEM INCORPORATED,THE",42.295625,-71.4953
e0089131-1831-4e13-867a-885227b5b442,visible-good.com,Emergency and other relief services,"CRICKET SYSTEM INCORPORATED,THE",42.80965,-70.873196
e58ccf71-3dc8-454b-bb81-26368abddf25,metcouncil.org,Emergency and other relief services,METROPOLITAN NEW YORK COORDINATING COUNCIL ON JEWISH POVERTY,40.704308,-74.008367
71746aa9-a827-4c7d-95cd-c07fcf441976,metcouncil.org,Emergency and other relief services,METROPOLITAN NEW YORK COORDINATING COUNCIL ON JEWISH POVERTY,40.704308,-74.008367
829404e0-591b-4768-9b73-1eb7df3f2133,co.monterey.ca.us,Emergency and other relief services,"MONTEREY, COUNTY OF",36.697249,-121.634037
f903d63f-6843-4535-a0aa-09f384b077b9,internationalmedicalcorps.org,Emergency and other relief services,INTERNATIONAL MEDICAL CORPS,33.973951,-118.248405
a2ac92fe-df35-438a-b4d4-3fd4c26e6d0d,internationalmedicalcorps.org,Emergency and other relief services,INTERNATIONAL MEDICAL CORPS,34.041567,-118.470308
51c0222e-24f2-421b-bcdb-e6d4e04ecfdb,internationalmedicalcorps.org,Emergency and other relief services,INTERNATIONAL MEDICAL CORPS,27.968827,-82.569729
58f1c502-8d5a-4750-9393-113ad85fd9ed,planters.net,Emergency and other relief services,SCREVEN COUNTY FIRE DEPARTMENT,32.757566,-81.65324
2b51028c-3808-4a83-a694-32a514f2dece,planters.net,Emergency and other relief services,SCREVEN COUNTY FIRE DEPARTMENT,32.590492,-81.505339
