a_uuid,website,category,name,latitude,longitude
c1c7ed71-f98f-410f-8f19-b0fdba691004,fbcsancarlos.org,Religious organizations,THE FIRST BAPTIST CHURCH OF SAN CARLOS,37.496461,-122.272556
4c0a43e0-1d23-4e70-bf48-ec59aee0b734,ccbministries.org,Religious organizations,CAPITOL CITY BAPTIST CHURCH,42.639785,-84.506522
21f60557-6fd6-4aef-b43e-3918bafa1030,cbcnewark.com,Religious organizations,CANAAN BAPTIST CHURCH,40.735642,-74.173988
fd8eb010-2c7a-4ea0-adb7-223f8ceb232e,cbcgreenfield.org,Religious organizations,CALVARY SOUTHERN BAPTIST CHURCH,39.821787,-85.775403
50884cc1-7be0-44a0-9f0b-8205bdd1f37d,cbsyuma.com,Religious organizations,CALVARY BAPTIST CHURCH OF YUMA,32.701461,-114.657232
ba6465c2-4564-4e0c-9c68-65a5b70316e7,mountcalvaryclayton.com,Religious organizations,MOUNT CALVARY BAPTIST CHURCH,35.633257,-78.435416
4a4d1e24-87b5-4b2f-9d88-f8432d4da377,calvarymbchurch.com,Religious organizations,CALVARY MISSIONARY BAPTIST CHURCH,34.306936,-92.398709
93fa3ca9-678a-4dd6-8c5c-2a16f5352bf2,cbcbonham.org,Religious organizations,CALVARY BAPTIST CHURCH,33.527267,-96.172998
0ba515ae-f5a8-41dd-8f05-978adc1d1a3e,calvarybaptistchurchslidell.com,Religious organizations,CALVARY BAPTIST CHURCH,40.13018,-75.331629
f039037e-f2cb-4298-8f5f-b697225e57c3,highercallingnc.wikidot.com,Religious organizations,HIGHER CALLING BAPTIST CHURCH,35.723264,-77.925269
29a6be8f-a02d-42c7-9b5c-7b6b6602c8e0,brookletfbc.com,Religious organizations,BROOKLET FIRST BAPTIST CHURCH,32.352307,-81.6571
80acc5b9-a332-4c33-bed8-d6d2ff35d898,broadwayescondido.org,Religious organizations,BROADWAY BAPTIST CHURCH OF ESCONDIDO,33.102005,-117.08042
e539cf2c-3bb6-4d63-abd7-8e12f2a95c7d,marlborough.areaconnect.com,Religious organizations,FIRST BAPTIST BRAZILIAN CHURCH,42.34909,-71.54546
bf695622-ddc1-4d77-a958-3a196fe15af0,westcorinthbaptistchurch.com,Religious organizations,WEST CORINTH BAPIST CHURCH,35.58458,-80.778871
faaa160e-a631-4e2e-b7e8-5006e830ce3f,stoneycreekmuskego.com,Religious organizations,LUTHERANS INC FOR ELDERLY,42.88799,-88.132708
a1ec80e8-338b-438f-8221-4d12aa76d7b8,stcdio.org,Religious organizations,DIOCESE OF ST CLOUD,44.946121,-94.07572
5745a805-3e72-42f3-bff6-966d46494505,fumcmartinsville.org,Religious organizations,FIRST UNITED METHODIST CHURCH,39.477625,-86.466792
66734225-ec6b-4cef-814f-70fded9dfc17,nightlight.org,Religious organizations,NIGHTLIGHT CHRISTIAN ADOPTIONS,33.992902,-83.353697
daaa04ff-f74f-4872-a1b8-2290801e92d7,iccsonline.org,Religious organizations,THE CHURCH OF IMMACULATE CONCEPTION,44.984577,-93.269097
0d5ed609-d00c-4f32-9077-133cf608fd12,stvchurch.org,Religious organizations,FIRST CHRISTIAN CHURCH OF BALTIMORE,39.296536,-76.623489
72b90401-8c80-4e5e-a9bf-ebd3a95efd17,pcusa.org,Religious organizations,"PRESBYTERIAN CHURCH (U.S.A.), A CORPORATION",40.920492,-81.021736
97a017c0-0c2e-45c5-9fb8-5210d5a52134,pcusa.org,Religious organizations,PRESBYTERIAN CHURCH U S A,32.370736,-90.312371
19f4ed8c-2275-4ebe-8ffb-b54df257f810,pcusa.org,Religious organizations,"PRESBYTERIAN CHURCH (U.S.A.), A CORPORATION",37.475715,-79.140618
d003bce0-f6be-4c90-9514-dd375947be83,pcusa.org,Religious organizations,"PRESBYTERIAN CHURCH (U.S.A.), A CORPORATION",42.16202,-77.09414
92c07e67-adc7-43c7-aead-74bb26d65205,weavertown.org,Religious organizations,WEAVERTOWN A M CHURCH,40.066647,-76.187926
31fd8727-bfec-4ebd-a579-937da34539cc,stmarkseureka.org,Religious organizations,ST. MARKS LUTHERAN CHURCH OF A,38.393309,-90.379162
46c293b3-3690-4cab-80f7-a079621c83b6,wordpress.gospeltabernaclenj.org,Religious organizations,GOSPEL TABERNACLE CHURCH OF GOD IN CHRIST INC. A NEW JERSEY NONPROFIT CORPORATION,39.82332,-75.2782
caa5c015-dcf6-45ec-89f1-ac269d9f40b8,scdiocese.org,Religious organizations,DIOCESE OF SIOUX CITY,43.20526,-96.29503
83dc4bdc-ad97-41cd-bd40-48a988b57743,bainbridgecc.org,Religious organizations,BAINBRIDGE CHRISTIAN CHURCH,39.76116,-86.81195
8f5c7726-a702-4a5e-84db-e103f65e2aec,sdtp.net,Religious organizations,ST DANIEL'S A PROPHET CATHOLIC CHURCH,33.534451,-111.887354
8ef107df-2d9e-499a-b229-470431e54223,scaccesschurch.com,Religious organizations,STATE COLLEGE ACCESS CHURCH,40.77893,-77.841359
f41c2970-dad0-4dbb-a5b3-d096af041330,stspeterandpaulmvny.org,Religious organizations,ST PETER & PAUL CHURCH,40.909838,-73.83389
9d6218b9-8eae-41fb-96bb-5d92376343d1,summitchurchaz.com,Religious organizations,SUMMIT CHURCH,33.86726,-112.14682
33bc2c35-2388-4b9e-82d3-8a1b5d71645d,westsideunity.org,Religious organizations,WEST SIDE UNITY CHURCH INC,42.347021,-83.060184
e39f851f-74e0-43ba-9b72-7a04cf6a50a5,pchurchjewelers.com,Religious organizations,PATRICIA CHURCH,42.59981,-71.36728
0962b197-27bb-4b9f-99a3-df80c5286835,shadygrove.net,Religious organizations,SHADYGROVE WESLEYAN CHURCH,36.094489,-80.004721
f42b399f-39aa-4f4f-8494-f01845f1add6,theriverhaverhill.com,Religious organizations,THE RIVER CHURCH,42.792639,-71.072501
e57a911c-d67f-46d8-8a50-2548cb20c7a0,churchofjesuschrist.org,Religious organizations,THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,40.290946,-112.043661
1c016681-2407-4a27-adf0-4a070b073984,westminsac.org,Religious organizations,THE WESTMINSTER PRESBYTERIAN CHURCH,38.377411,-121.444429
047ff956-5c96-4cc2-b0e9-b188c109f7c7,peoples.church,Religious organizations,PEOPLES CHURCH,36.063095,-95.804231
8ddef601-098f-482b-874d-0a692f57963e,hinghamcatholic.org,Religious organizations,SAINT PAUL CHURCH,42.212105,-70.884989
b4eae982-c594-479f-a1ae-6d7a6822cc44,mcusa.org,Religious organizations,MISSIONARY CHURCH INC,42.248979,-84.421104
25c92e94-2ef7-42a2-bb34-891f70f6e784,westburyumc.org,Religious organizations,WESTBURY UNITED METHODIST CHURCH,29.813142,-95.309789
b60456e1-6eba-4aea-af44-263100dd3333,princeofpeacehemet.org,Religious organizations,PRINCE OF PEACE CHURCH,33.667301,-116.963506
d5dde91e-a245-47b6-b27c-e899fe9a02b1,theupperroomrevisited.com,Religious organizations,THE UPPER ROOM CHURCH OF PARKER INCORPORATED,34.15002,-114.28912
caee47aa-6da6-498b-9a25-71913675bf14,northridgechurch.com,Religious organizations,NORTHRIDGE CHURCH,42.366737,-83.489679
890942b3-4c8f-48cd-9c9b-c7552005d81d,unitedchurchhomes.org,Religious organizations,"UNITED CHURCH RESIDENCES OF PICKERINGTON, OHIO, INC.",39.88423,-82.7535
a9a3aaea-785c-417a-bcd3-cc7af004ef10,ngplive.com,Religious organizations,"NORTHGATE CHURCH, INC.",32.840011,-97.225295
97c259b7-ff39-4482-9540-4af155b7bd69,charlotteavechurchofchrist.org,Religious organizations,CHARLOTTE AVENUE CHURCH OF CHRIST,34.909109,-81.052437
a3c564d2-30de-48a5-a702-fdaa5aabde00,newpromisechurch.com,Religious organizations,NEW PROMISE CHURCH,41.628937,-81.361499
f0b66795-80f0-450b-95c7-7ad2a05ce3a6,paysonpark.org,Religious organizations,PAYSON PARK CHURCH,42.446396,-71.459405
62bf63da-a24c-4da4-9d50-174c0c0c9d41,nazarene.org,Religious organizations,CHURCH OF THE NAZARENE,42.969378,-85.384134
e1a98467-0974-4229-9e75-f6b32bdea4a9,oldrockchurch.com,Religious organizations,OLD ROCK CHURCH,41.70632,-111.81716
600b9b95-8b6f-4d73-a0dd-d7be9067ed25,nazarene.org,Religious organizations,CHURCH OF THE NAZARENE,35.508128,-98.026708
39396bc3-79eb-452a-a5a1-cb4384701c6d,clusterparishes.com,Religious organizations,CHURCH OF THE RESURRECTION,36.811498,-76.367715
24f5fb6b-a3d9-47ef-a480-e32410c65da7,reformationdc.org,Religious organizations,CHURCH OF THE REFORMATION,38.911936,-77.016719
33887763-86e7-4377-86ba-7d1fb9cf6eab,nazarene.ch,Religious organizations,CHURCH OF THE NAZARENE,35.647953,-96.871215
ea0d30b3-8f14-48a4-8ede-03f8b87de476,stmarysalton.com,Religious organizations,ST MARY'S CHURCH,38.8906,-90.18428
d2afb2f5-4ea2-4fbf-adc8-577ab6548c7c,churchmusicservices.org,Religious organizations,CHURCH MUSIC SERVICES INC,33.456687,-81.969184
70648c73-d90f-43f2-a846-431290fde1f8,stmarystpatrick.net,Religious organizations,SAINT MARY'S CHURCH,44.65496,-74.926222
27bd74fa-34b4-43d8-a8c6-f6746a226d06,maplevalleychurch.org,Religious organizations,MAPLE VALLEY PRESBYTERIAN CHURCH,47.409304,-121.969445
8283a5be-a7a2-4ee5-ab14-b757912e13e0,maltaumc.org,Religious organizations,MALTA UNITED METHODIST CHURCH,41.931731,-88.88516
487d809f-eb46-4e4d-ac1c-e27a5a40b052,malibuumc.org,Religious organizations,MALIBU UNITED METHODIST CHURCH,34.039034,-118.707992
16ea6c1a-4121-44ee-88b2-cbf133aa6b20,zelca-hickory.org,Religious organizations,ZION LUTHERAN CHURCH,35.758221,-81.308224
d3c29a32-ab66-496d-bc89-49379f74ba15,zion4jesus.org,Religious organizations,ZION LUTHERAN CHURCH,43.686288,-93.389838
b781dbaa-dd30-4371-84b5-61bdc23da31b,vinjechurch.com,Religious organizations,VINJE LUTHERAN CHURCH,45.147104,-94.977723
490a2652-f3f9-49c2-9e6c-555a8c7842e8,trinitymiddlevillage.org,Religious organizations,TRINITY LUTHERAN CHURCH,40.766382,-73.82619
8d0004f3-00de-4e7b-874b-989fa4c0128a,trinityelca.org,Religious organizations,TRINITY LUTHERAN CHURCH,39.089557,-77.184127
58868adb-9460-400f-a5f5-c8823bd5fd4b,trinitycopperascove.com,Religious organizations,TRINITY LUTHERAN CHURCH,31.202919,-97.930051
b87f2763-2cda-415e-92e3-6ac4b7cbc0ac,quakeravenue.com,Religious organizations,QUAKER AVE CHURCH OF CHRIST,33.588771,-101.850445
44288f0e-4a38-4891-9258-c24efdf74839,timothylutheran.360unite.com,Religious organizations,TIMOTHY LUTHERAN CHURCH INC,34.127398,-84.481787
915aab5a-288c-4be0-a07c-1aaec58f56cd,rezministry.org,Religious organizations,RESURRECTION LUTHERAN CHURCH SANCTUARY,37.922228,-121.668359
1876633b-f261-4d82-9cc6-5a1a154c1017,redeemerodessa.org,Religious organizations,REDEEMER LUTHERAN CHURCH,31.765163,-102.354346
90929540-e46f-4324-9512-87b15d1d99a4,stphilipglenview.org,Religious organizations,SAINT PHILIP LUTHERAN CHURCH,42.075201,-87.821026
1ba73ccf-350f-4ab4-82e0-b2c61e00536f,stpeterselgin.org,Religious organizations,ST PETERS LUTHERAN CHURCH,30.308019,-97.36044
c7d14a70-69f2-40e3-b13a-4f5d1dba43ad,sidneyumc.org,Religious organizations,UNITED METHODIST CHURCH,42.308884,-75.391644
1ad70936-0aa5-46b1-a76f-93d31abbe4b1,slumc.weebly.com,Religious organizations,UNITED METHODIST CHURCH,42.693184,-95.151811
678f1451-65cb-4a24-98a8-31381e0693af,sgfumc.org,Religious organizations,UNITED METHODIST CHURCH,43.30952,-73.64401
968a7753-281d-4466-9695-2ac8152ba514,alexanderumc.org,Religious organizations,UNITED METHODIST CHURCH INC,42.917622,-78.264873
729de979-d3ca-41e3-a7ff-c7464604586c,schertzumc.com,Religious organizations,SCHERTZ UNITED METHODIST CHURCH,29.578978,-98.277839
0a08f64a-beb6-4f0c-8c6b-512354227e91,westnewtonumc.com,Religious organizations,WEST NEWTON UNITED METHODIST CHURCH,39.775092,-86.13216
c46e7a5a-7488-4e06-85df-05e2119d3372,mpcliny.org,Religious organizations,MEMORIAL PRESBYTERIAN CHURCH INC,40.680451,-73.590071
012793e8-aa11-4d4b-9b93-2b21df16f94c,pearsonmemorialumc.com,Religious organizations,PEARSON MEMORIAL UNITED METHODIST CHURCH,40.280531,-74.712018
4ffd27b5-6c95-4078-b462-4db0d34b517d,cantonchristian.org,Religious organizations,CANTON CHRISTIAN ACADAMY,32.55652,-95.8633
f8dc434a-ecd4-4f54-a0e5-8d9c958f9931,thelifechurch.com,Religious organizations,THE LIFE CHURCH OF MEMPHIS,35.175796,-89.684982
f1188d10-23cc-4c59-9896-f967a7353141,lewistownumc.org,Religious organizations,LEWISTOWN UNITED METHODIST CHURCH,40.3931,-90.15484
756521d1-2537-4402-af1d-1f6b20ea644e,whitelake.org,Religious organizations,LAKE WHITE WESLEYAN CHURCH,43.345831,-86.327092
86a05d60-cb61-4c84-b131-3eba1a37ae73,lauderdalearpc.org,Religious organizations,LAUDERDALE PRESBYTERIAN CHURCH,37.779976,-79.443495
5df37e93-4a1a-4101-a99f-7f514422d8ee,stpaullcmswburg.com,Religious organizations,ST PAUL LUTHERAN CHURCH INC,41.649999,-92.065181
6cea0cf1-5306-47b0-aa3d-c39945ff50c6,stpaullutheranla.org,Religious organizations,ST PAUL LUTHERAN CHURCH,33.973951,-118.248405
037aaa79-80d2-4c0d-a0f3-a8a08b31e84f,stpaulswurtemburg.com,Religious organizations,ST PAUL'S LUTHERAN CHURCH,41.92676,-73.91264
bc3cfcf3-8872-4cdb-843f-fc4a2890b35e,oslcecc.org,Religious organizations,OUR SAVIOR LUTHERAN CHURCH,38.858035,-90.463316
ed9071c4-b1ec-4f17-a651-fb981cea46a4,saintluke.us,Religious organizations,LUKE SAINT LUTHERAN CHURCH,39.036289,-77.010948
13a13419-b123-45c6-a7e7-b8cc25e5492d,oneinchristlutherans.com,Religious organizations,NAZARETH LUTHERAN CHURCH,44.944248,-90.638388
e98ad74b-c7e3-4c79-866a-512df5e4f13a,resurrectionrams.org,Religious organizations,RESURRECTION OF OUR LORD CHURCH,29.958304,-90.077
aaccecfa-53c2-4fe5-9da0-5e8fafeff4c5,roadtolifechurch.com,Religious organizations,"ROAD TO LIFE CHURCH, INC.",41.68934,-86.869178
b6ecae33-075c-4785-b2d0-e3a29eda3803,livingwordmarshall.org,Religious organizations,LIVING WORD LUTHERAN CHURCH,44.460429,-95.785872
3d6573bb-31b9-406e-9659-b0060543db5b,ylumcps.com,Religious organizations,YORBA LINDA UNITED METHODIST CHURCH,33.640302,-117.769442
443d0b44-5dbf-4b9d-863a-4cb2913b5458,sharethelife.org,Religious organizations,LIFE POINT CHURCH,40.594597,-105.127416
d0c2c26d-d5ab-423e-a30b-ecdc5e7fb412,riveroflife-mn.org,Religious organizations,RIVER OF LIFE CHURCH,45.29802,-93.57246
9ca92ebb-ad0d-4857-aeb5-9be945424058,prairielakeschurch.org,Religious organizations,PRAIRIE LAKES CHURCH,42.517091,-92.43585
8ebe3420-bf40-4628-8b86-1b72fc9eb28f,olmredding.net,Religious organizations,OUR LADY OF MERCY CHURCH,40.600342,-122.455016
1ce8c1e9-69dc-4393-a7a1-d60da390a702,ololchurchnj.org,Religious organizations,OUR LADY OF LOURDES CHURCH,40.448255,-74.444395
da59893d-9536-4f25-ab1a-5a7fdbe609d6,saintjulies.org,Religious organizations,ST JULIE S CHURCH,41.639261,-71.007578
7a107fe8-c27d-4346-b6c9-c690f4f46887,nazarene.org,Religious organizations,KELSO ABUNDANT LIFE CHURCH OF THE NAZARENE,46.147274,-122.825047
477236b6-8fbb-42d1-bc98-8c223f50014a,stjojo.net,Religious organizations,ST JOSEPH CHURCH,38.79067,-90.852228
59895533-08fe-421a-b415-551144354706,abundantlifecommunitychurch.org,Religious organizations,ABUNDANT LIFE COMM CHURCH,41.489381,-81.667486
07af6bbd-9f08-43f8-b4d3-312e2bbe66a4,stsjjmcatholic.org,Religious organizations,ST. JOSEPH CHURCH,40.792353,-79.760048
73674238-1aaf-4701-a733-78ac0b52398b,alaog.org,Religious organizations,ABUNDANT LIFE ASSEMBLY OF GOD,41.015672,-110.644785
f885e8ea-c462-4151-aca0-27bb60887e82,abundantlifebryant.org,Religious organizations,ABUNDANT LIFE ASSEMBLY OF GOD,34.612417,-92.493519
49a09a88-3d1f-4e63-84f2-accf950855f4,pathfinderstl.org,Religious organizations,ST JOHNS LUTHERAN CHURCH,38.603679,-90.559271
052262e4-aca1-463c-a9f8-3e371a8469d4,stjohnbville.com,Religious organizations,ST JOHNS LUTHERAN CHURCH,40.693137,-89.589847
48a0f182-f74e-4ad6-8967-5e00da2c1d2b,stjohnslutheranslc.org,Religious organizations,SAINT JOHN'S LUTHERAN CHURCH,40.290946,-112.043661
292b16dc-a630-4259-84a3-146ec648a868,saintjn.org,Religious organizations,ST JOHN NEUMANN CHURCH,38.96146,-77.3418
8bae2f84-eb7b-4ad2-b76f-7d563f6037ac,jwumc.org,Religious organizations,JOHN WESLEY UNITED METHODIST CHURCH,29.813142,-95.309789
34040509-5100-4a95-9ce0-6475d99b96b6,jamaica-queens-wesleyan.com,Religious organizations,JAMAICA QUEENS WESLEYAN CHURCH,40.66677,-73.751521
db23a59b-3dce-4dd4-919a-5e2ed90980eb,stjeromecatholic.org,Religious organizations,ST JEROME CHURCH,29.99171,-90.258065
2817a7f8-e888-4280-99a8-85c46f8a222f,issacharchurch.com,Religious organizations,ISSACHAR CHURCH INC.,40.129468,-86.185273
f42eda8c-931c-4987-a18f-f13c749d3649,upci.org,Religious organizations,UNITED PENTECOSTAL CHURCH INTERNATIONAL INC.,31.245138,-89.28071
52d5e39a-d7e0-44be-921b-a4cd12209242,upci.org,Religious organizations,UNITED PENTECOSTAL CHURCH INTERNATIONAL INC.,33.786016,-89.845462
57c07946-0c16-4955-894a-df94d2584ff8,upci.org,Religious organizations,UNITED PENTECOSTAL CHURCH INTERNATIONAL INC.,43.116477,-93.270559
22c8ee2a-0a4a-4fe0-b7cc-7e2ee0608e8d,upci.org,Religious organizations,UNITED PENTECOSTAL CHURCH INTERNATIONAL INC.,42.164741,-88.308625
c56cc254-0d05-466b-a4de-68cc7604217d,upci.org,Religious organizations,"UNITED PENTECOSTAL CHURCH INTERNATIONAL, INC.",46.558577,-90.738773
a1d8b847-9535-4a3c-90ff-e815b1b744af,landmarkbcfc.com,Religious organizations,UNITED PENTECOSTAL CHURCH INTERNATIONAL,35.026272,-90.859555
361cce8e-6997-46d2-ab3d-3634783aba33,stmichaelchurchindependence.org,Religious organizations,ST MICHAEL CHURCH INDEPENDENCE,41.489381,-81.667486
f4ec7f17-6913-439c-9c6a-e3da0fafeb3a,immanuel.us,Religious organizations,IMMANUEL LUTHERAN CHURCH,41.909399,-96.816403
8c074b0c-0004-4798-a17d-8208359556d2,waltchurchillsmarket.com,Religious organizations,"WALT CHURCHILL'S MARKET, LTD.",41.577251,-83.772378
d49e0815-b993-4ea7-a6ef-e7ef14f95d08,mgctopeka.org,Religious organizations,GROVE MAPLE CHURCH,41.578904,-85.540055
50f6464a-4b16-4950-8767-0de997308527,gracemontclair.org,Religious organizations,GRACE PRESBYTERIAN CHURCH INC,40.811908,-74.216389
0f2647a2-afca-41ee-84cb-d6fdf9a64c9d,gracerockbridge.org,Religious organizations,GRACE PRESBYTERIAN CHURCH,37.779976,-79.443495
fa914edf-71da-4f86-8671-0ef641b2ffef,gracelutheranwalton.org,Religious organizations,GRACE LUTHERAN CHURCH,40.762763,-96.515859
2f6b24e3-30bc-49b5-bfa9-9fb380351e27,grace-harbor-church.org,Religious organizations,GRACE HARBOR CHURCH,42.11278,-87.979542
11ae9dad-e89a-4d7c-9007-1263276fe443,gracenormal.org,Religious organizations,GRACE CHURCH,40.529083,-88.958937
3f70c8ea-8272-4302-979e-48eff4412a14,gslc-carthage.com,Religious organizations,SHEPHERD GOOD LUTHERAN CHURCH,37.182292,-94.314002
09812112-64e1-4467-90cd-5ffe1cb6877d,mycrosswind.com,Religious organizations,WESTMINSTER CHURCH OF GOD,39.564201,-76.980701
02a50b1c-dadc-4027-9e20-b573f9370610,sevenmilewaltham.com,Religious organizations,WALTHAM CHURCH OF GOD,42.388938,-71.2398
f8c2cbcc-624b-49de-bf12-ca751a300b22,uccinhuntington.org,Religious organizations,UNITED CHURCH OF GOD INC,38.371727,-82.412866
093457a0-d5ea-456a-851a-3750f93d6c2e,gracepoint.xyz,Religious organizations,RIVERVIEW CHURCH OF GOD,42.245837,-83.249067
f438dc39-ff7c-46c2-bd1f-480593d9836a,churchofgod.org,Religious organizations,THOMASVILLE CHURCH OF GOD,31.91349,-87.73584
6e2d668f-fe5e-4996-baae-17d3e793ec4e,cccogop.org,Religious organizations,CHURCH OF GOD OF PROPHECY,34.785543,-84.771623
fb586626-c34d-4237-b064-a9fb6adc077c,ooltewahchurchofchrist.com,Religious organizations,OOLTEWAH CHURCH OF GOD,35.120227,-85.060369
480b6f1e-ec89-43ae-9332-33a82d1f0184,churchofgod.org,Religious organizations,CHURCH OF GOD,32.339533,-90.834407
4063256f-26f5-4048-9c08-f7d989c10fc9,churchofgod.org,Religious organizations,CHURCH OF GOD,38.629119,-106.120582
f82fedfd-45e4-4224-b6da-131d7133b22a,churchofgod.org,Religious organizations,CHURCH OF GOD,40.679881,-81.312133
77ed3a9c-2fdc-4b3d-84a5-52f948aa5722,churchofgod.org,Religious organizations,CHURCH OF GOD,41.450991,-82.166534
bfdc7859-55b8-4525-b01d-b6620f1d92ab,churchofgod.org,Religious organizations,CHURCH OF GOD,39.107798,-94.409828
90286234-5014-4c67-b6bc-10fd8b802570,churchofgod.org,Religious organizations,CHURCH OF GOD,42.763456,-102.314593
240721eb-b9cb-44b0-ae2d-546808c5985d,arborhillliving.com,Religious organizations,CHURCHILL FORGE INCORPORATED,29.468413,-98.528889
240721eb-b9cb-44b0-ae2d-546808c5985d,churchillforge.com,Religious organizations,CHURCHILL FORGE INCORPORATED,29.468413,-98.528889
dd153493-74e9-44da-9ea1-0245d13171d7,stigchurch.org,Religious organizations,SAINT IGNATIUS LOYOLA CHURCH,45.99852,-84.697818
c42d67a7-1185-4153-a502-24a8845122f9,howardmemorial.org,Religious organizations,HOWARD MEMORIAL PRESBYTERIAN CHURCH,35.928437,-77.581631
e6ff2798-d123-4437-89fd-b854504555f0,hosannalc.org,Religious organizations,HOSANNA LUTHERAN CHURCH OF LAKEVILLE,44.633421,-93.25812
31895c8f-4233-44c6-8b6b-d4518dc21139,hosannalutheranchurch.com,Religious organizations,HOSANNA LUTHERAN CHURCH LC MS,41.3056,-81.949111
54b092ce-80bb-48ea-ad7b-fab1f7cb4ab6,hopewesleyan.org,Religious organizations,HOPE WESLEYAN CHURCH INC,42.506055,-91.81214
2d51b9b0-67bb-4491-aa81-19268cef277c,hopereformedchurch.org,Religious organizations,HOPE REFORMED CHURCH,43.008786,-86.129031
72bb8ef6-2669-436c-a872-761a16ae0976,hopelutheranelca.org,Religious organizations,HOPE LUTHERAN CHURCH,38.858035,-90.463316
a0fe8e6c-9e86-46be-9d54-33f31aef955e,fumcholdrege.org,Religious organizations,UNITED METHODIST CHURCH OF HOLDREGE INC,40.429207,-99.325955
8d47d67e-4a06-43ad-9291-e5f9a5e1704c,stedmanphchurch.com,Religious organizations,STEDMAN PENTECOSTAL HOLINESS CHURCH,35.030903,-78.700219
d22a1767-7d03-4429-acf5-b7b9188c93c7,oakhillschurch.com,Religious organizations,OAK HILLS CHURCH,44.951483,-93.090649
cbc0c6dc-80e1-4b67-8d18-cd6bf2944b37,shepherdboulder.org,Religious organizations,SHEPHERD OF THE HILLS LUTHERAN CHURCH INC,40.049468,-105.201421
f3fdd7b5-6463-4fc3-9078-fa3813ac9b37,onthehill.life,Religious organizations,SUGAR HILL METHODIST CHURCH INC,33.960353,-84.037859
61242438-2242-49c8-a14e-717186cd8b66,mhchurch.com,Religious organizations,MARS HILL PRESBYTERIAN CHURCH,34.034515,-84.707349
2c80b08e-d46b-4844-8aed-af0e4964cfe2,unitedinthesacredheart.com,Religious organizations,SACRED HEART CHURCH RECTORY,40.103552,-75.341022
4724756b-7db3-4053-93c8-bb7d64c22ec4,herscher.net,Religious organizations,HERSCHER UNITED METHODIST CHURCH,41.0492,-88.09783
8133aace-fff9-4592-8025-b307c7536fb7,mthebronnursery.org,Religious organizations,MOUNT HEBRON PRESBYTERIAN CHURCH INC,39.236405,-76.941902
84c2754b-26e8-4303-9f32-66eb874e152d,sacredheartexcellence.com,Religious organizations,SACRED HEART OF JESUS CHURCH,41.071841,-81.751008
763fb62f-9e38-4f88-b280-828e301649c4,whcnorth.org,Religious organizations,WORLD HARVEST CHURCH NORTH,34.867512,-83.967636
